Participant,Trial,Self,OtherConfidence,Others,ChoiceRed,correct,RT
121,84,0.37492984096447346,0.99999,0.5,0,1,741
121,85,0.8749298409644735,0.99999,0.5,1,0,811
121,86,0.49992984096447346,0.99999,0.9999,1,1,873
121,88,0.24992984096447346,0.99999,0.5,1,1,1159
121,92,0.49992984096447346,0.99999,0.75,1,1,863
121,93,0.12492984096447346,0.99999,0.75,0,0,1192
121,95,0.37492984096447346,0.99999,0.9999,1,1,612
121,98,0.8749298409644735,0.5,0.9999,1,1,749
121,99,0.6249298409644735,0.5,0.9999,1,1,416
121,101,0.37492984096447346,0.99999,0.75,1,0,676
121,102,0.24992984096447346,0.5,0.75,0,0,948
121,103,0.24992984096447346,0.99999,0.9999,1,1,795
125,1,0.6249298409644735,0,1e-4,1,1,18859
125,3,0.7499298409644735,0.5,0.5,1,1,5241
125,10,0.7499298409644735,0.5,0.5,1,0,1932
125,11,0.37492984096447346,0.5,0.25,0,1,45784
125,12,0.12492984096447346,0.5,0.25,0,1,1264
125,17,0.12492984096447346,0.5,0.25,0,0,12427
125,19,0.24992984096447346,0,1e-4,0,1,5204
125,21,0.8749298409644735,0.5,0.25,1,1,8175
125,24,0.8749298409644735,0.5,0.25,1,1,6509
125,25,0.8749298409644735,0,1e-4,1,0,14707
125,30,0.6249298409644735,0.5,0.25,0,1,9342
125,31,0.6249298409644735,0.5,0.25,1,0,6469
125,32,0.49992984096447346,0.99999,0.25,1,0,9007
125,34,0.12492984096447346,0.5,0.75,0,1,8352
125,35,0.37492984096447346,0.5,0.75,0,1,5724
125,36,0.49992984096447346,0,1e-4,0,0,12933
125,37,0.7499298409644735,0.99999,0.25,1,0,3463
125,38,0.24992984096447346,0.99999,0.75,1,0,11427
125,40,0.7499298409644735,0,1e-4,1,1,6238
125,41,0.12492984096447346,0.5,0.75,0,0,5679
125,43,0.49992984096447346,0.5,0.5,0,1,33367
125,46,0.24992984096447346,0,1e-4,0,1,1208
125,47,0.7499298409644735,0,1e-4,0,1,692
125,48,0.49992984096447346,0,1e-4,0,1,2328
125,50,0.37492984096447346,0,1e-4,0,1,1487
125,52,0.12492984096447346,0,1e-4,0,1,1389
125,54,0.7499298409644735,0.5,0.75,1,0,3553
125,56,0.24992984096447346,0.5,0.25,0,1,1734
125,58,0.24992984096447346,0.99999,0.25,0,1,1293
125,59,0.37492984096447346,0.5,0.5,0,1,6328
125,62,0.37492984096447346,0,1e-4,0,0,531
125,63,0.12492984096447346,0,1e-4,0,1,553
125,64,0.12492984096447346,0.99999,0.25,0,1,2995
125,65,0.24992984096447346,0,1e-4,0,0,1113
125,68,0.7499298409644735,0.5,0.25,0,0,3291
125,70,0.8749298409644735,0,1e-4,0,1,11417
125,71,0.37492984096447346,0.99999,0.75,1,1,4966
125,74,0.12492984096447346,0.99999,0.5,0,0,3016
125,75,0.7499298409644735,0,1e-4,1,1,5738
125,79,0.6249298409644735,0,1e-4,0,1,10638
125,82,0.49992984096447346,0,1e-4,0,0,9151
125,86,0.37492984096447346,0,1e-4,0,1,2214
125,87,0.6249298409644735,0,1e-4,0,0,5763
125,88,0.8749298409644735,0.99999,0.75,1,0,753
125,90,0.49992984096447346,0.5,0.25,0,0,691
125,97,0.12492984096447346,0,1e-4,0,1,974
125,99,0.7499298409644735,0.99999,0.5,1,1,804
125,101,0.8749298409644735,0,1e-4,0,1,2020
125,102,0.37492984096447346,0.99999,0.25,0,1,17906
125,103,0.8749298409644735,0.5,0.5,1,0,4471
125,104,0.6249298409644735,0.99999,0.5,1,1,2306
125,105,0.6249298409644735,0.5,0.5,1,1,22214
125,2,0.49992984096447346,0.99999,0.75,1,0,23971
125,4,0.49992984096447346,0.5,0.5,1,1,7908
125,5,0.37492984096447346,0.5,0.75,0,0,8681
125,6,0.8749298409644735,0.99999,0.9999,1,0,1482
125,7,0.6249298409644735,0.5,0.75,1,1,10387
125,8,0.24992984096447346,0.5,0.9999,0,0,12107
125,9,0.24992984096447346,0.99999,0.25,0,1,9349
125,13,0.24992984096447346,0.5,0.5,0,0,904
125,14,0.8749298409644735,0.99999,0.5,1,1,3828
125,15,0.37492984096447346,0.99999,0.5,1,0,10075
125,16,0.8749298409644735,0.5,0.75,1,1,9381
125,18,0.12492984096447346,0.99999,0.9999,1,1,2094
125,20,0.49992984096447346,0.5,0.9999,1,1,15736
125,22,0.6249298409644735,0.5,0.75,1,1,6106
125,23,0.7499298409644735,0.5,0.9999,1,1,8408
125,26,0.49992984096447346,0.5,0.9999,1,1,5605
125,27,0.12492984096447346,0.99999,0.5,0,1,2929
125,28,0.37492984096447346,0.99999,0.9999,1,0,3782
125,29,0.37492984096447346,0.5,0.25,0,1,1923
125,33,0.6249298409644735,0.99999,0.5,1,0,10978
125,39,0.7499298409644735,0.99999,0.75,1,1,4679
125,42,0.6249298409644735,0.99999,0.9999,1,1,5718
125,44,0.8749298409644735,0.5,0.75,1,1,2454
125,45,0.24992984096447346,0.5,0.5,0,1,1946
125,49,0.24992984096447346,0.5,0.9999,0,0,7319
125,51,0.7499298409644735,0.5,0.9999,1,1,3457
125,53,0.49992984096447346,0.99999,0.25,0,0,5462
125,55,0.8749298409644735,0.99999,0.9999,1,1,3726
125,57,0.8749298409644735,0.99999,0.5,1,1,7007
125,60,0.37492984096447346,0.5,0.9999,0,0,2487
125,61,0.49992984096447346,0.99999,0.9999,1,1,5006
125,66,0.7499298409644735,0.99999,0.75,1,1,1048
125,67,0.8749298409644735,0.99999,0.25,1,0,1640
125,69,0.12492984096447346,0.99999,0.75,1,1,4202
125,72,0.49992984096447346,0.5,0.75,0,0,5837
125,73,0.12492984096447346,0.99999,0.9999,1,1,3573
125,76,0.49992984096447346,0.99999,0.75,1,1,3057
125,77,0.37492984096447346,0.99999,0.5,0,1,2265
125,78,0.12492984096447346,0.5,0.9999,0,0,1506
125,80,0.12492984096447346,0.5,0.5,0,1,1968
125,81,0.37492984096447346,0.99999,0.9999,1,1,1778
125,83,0.8749298409644735,0.5,0.9999,1,1,1055
125,84,0.6249298409644735,0.99999,0.25,1,0,1060
125,85,0.6249298409644735,0.5,0.9999,1,1,2169
125,89,0.6249298409644735,0.99999,0.9999,1,1,723
125,91,0.49992984096447346,0.99999,0.5,1,1,1912
125,92,0.6249298409644735,0.99999,0.75,1,1,802
125,93,0.24992984096447346,0.99999,0.75,1,1,6077
125,94,0.24992984096447346,0.99999,0.9999,1,1,1573
125,95,0.7499298409644735,0.99999,0.9999,1,1,803
125,96,0.24992984096447346,0.5,0.75,0,0,4035
125,98,0.24992984096447346,0.99999,0.5,0,0,4759
125,100,0.7499298409644735,0.99999,0.25,1,1,1810
126,1,0.8749298409644735,0.5,0.25,0,1,7577
126,2,0.24992984096447346,0,1e-4,0,1,450
126,3,0.7499298409644735,0.99999,0.75,1,1,1320
126,4,0.49992984096447346,0.5,0.5,1,1,4087
126,7,0.24992984096447346,0.99999,0.25,0,1,4332
126,9,0.37492984096447346,0.5,0.25,0,1,6033
126,10,0.8749298409644735,0.5,0.25,1,1,2576
126,11,0.8749298409644735,0,1e-4,1,0,1977
126,17,0.12492984096447346,0.5,0.25,0,0,995
126,18,0.7499298409644735,0.5,0.5,1,1,789
126,19,0.6249298409644735,0.5,0.25,0,0,4562
126,20,0.7499298409644735,0.99999,0.25,1,1,3872
126,21,0.49992984096447346,0,1e-4,0,1,3219
126,23,0.37492984096447346,0.5,0.75,0,0,2955
126,24,0.24992984096447346,0,1e-4,0,1,1750
126,25,0.6249298409644735,0.99999,0.5,1,1,545
126,26,0.37492984096447346,0,1e-4,0,1,567
126,27,0.8749298409644735,0.99999,0.5,1,1,732
126,28,0.8749298409644735,0.5,0.75,1,1,2301
126,34,0.49992984096447346,0.99999,0.25,1,1,2650
126,39,0.37492984096447346,0.99999,0.5,1,1,1547
126,41,0.12492984096447346,0.5,0.25,0,1,1104
126,42,0.6249298409644735,0.5,0.25,0,0,9338
126,43,0.12492984096447346,0,1e-4,0,1,433
126,44,0.7499298409644735,0,1e-4,0,0,5249
126,45,0.37492984096447346,0.5,0.25,0,1,824
126,46,0.7499298409644735,0,1e-4,0,1,527
126,48,0.6249298409644735,0,1e-4,0,1,2149
126,49,0.7499298409644735,0.5,0.5,0,0,5095
126,51,0.49992984096447346,0,1e-4,0,0,1432
126,52,0.49992984096447346,0.5,0.5,0,0,966
126,55,0.6249298409644735,0,1e-4,0,1,396
126,59,0.12492984096447346,0,1e-4,0,0,131
126,60,0.49992984096447346,0.99999,0.75,0,0,1726
126,61,0.6249298409644735,0.99999,0.5,1,0,1619
126,63,0.7499298409644735,0.5,0.25,0,0,2527
126,64,0.24992984096447346,0.5,0.25,0,0,6088
126,66,0.6249298409644735,0.99999,0.25,1,0,6758
126,67,0.8749298409644735,0,1e-4,1,0,970
126,69,0.49992984096447346,0.99999,0.5,1,0,2992
126,70,0.49992984096447346,0.99999,0.25,0,1,1310
126,72,0.37492984096447346,0,1e-4,0,1,813
126,74,0.49992984096447346,0.5,0.25,0,0,2021
126,75,0.7499298409644735,0,1e-4,1,0,3242
126,77,0.6249298409644735,0,1e-4,0,1,2178
126,81,0.7499298409644735,0.99999,0.5,1,1,608
126,82,0.24992984096447346,0,1e-4,0,1,948
126,83,0.37492984096447346,0,1e-4,0,1,1011
126,84,0.8749298409644735,0,1e-4,0,0,1241
126,86,0.12492984096447346,0.99999,0.25,0,0,1176
126,88,0.24992984096447346,0.99999,0.25,0,0,5435
126,89,0.37492984096447346,0.99999,0.25,1,0,7549
126,91,0.37492984096447346,0.99999,0.5,0,0,2579
126,93,0.49992984096447346,0.5,0.75,1,1,904
126,94,0.24992984096447346,0.99999,0.5,1,0,1226
126,99,0.8749298409644735,0.99999,0.25,0,0,1844
126,100,0.8749298409644735,0.99999,0.5,1,0,1300
126,101,0.12492984096447346,0,1e-4,0,1,3006
126,105,0.49992984096447346,0,1e-4,0,1,2046
126,5,0.12492984096447346,0.5,0.75,0,0,5395
126,6,0.37492984096447346,0.5,0.75,1,1,9569
126,8,0.8749298409644735,0.99999,0.9999,1,0,819
126,12,0.12492984096447346,0.99999,0.5,0,1,5808
126,13,0.12492984096447346,0.5,0.75,0,0,4865
126,14,0.7499298409644735,0.5,0.9999,1,1,4441
126,15,0.49992984096447346,0.5,0.9999,1,1,972
126,16,0.8749298409644735,0.5,0.75,1,0,415
126,22,0.24992984096447346,0.5,0.5,0,1,1684
126,29,0.24992984096447346,0.99999,0.75,1,0,1325
126,30,0.12492984096447346,0.99999,0.9999,1,1,601
126,31,0.49992984096447346,0.5,0.9999,1,1,1280
126,32,0.49992984096447346,0.99999,0.75,1,0,678
126,33,0.6249298409644735,0.5,0.75,1,1,487
126,35,0.24992984096447346,0.5,0.9999,1,0,2817
126,36,0.37492984096447346,0.99999,0.9999,1,1,2237
126,37,0.6249298409644735,0.5,0.75,1,0,1849
126,38,0.24992984096447346,0.5,0.9999,0,0,2137
126,40,0.6249298409644735,0.99999,0.9999,1,0,465
126,47,0.24992984096447346,0.5,0.5,0,1,246
126,50,0.7499298409644735,0.5,0.9999,1,1,292
126,53,0.12492984096447346,0.5,0.5,0,0,677
126,54,0.49992984096447346,0.99999,0.9999,1,0,373
126,56,0.7499298409644735,0.99999,0.25,0,0,640
126,57,0.8749298409644735,0.99999,0.9999,1,1,380
126,58,0.6249298409644735,0.5,0.9999,1,1,568
126,62,0.6249298409644735,0.99999,0.75,0,0,319
126,65,0.24992984096447346,0.99999,0.75,1,0,2686
126,68,0.12492984096447346,0.99999,0.9999,1,1,826
126,71,0.37492984096447346,0.5,0.5,0,0,2134
126,73,0.7499298409644735,0.5,0.75,1,1,5272
126,76,0.8749298409644735,0.5,0.5,0,1,1441
126,78,0.37492984096447346,0.99999,0.75,1,0,8253
126,79,0.6249298409644735,0.99999,0.9999,1,1,2081
126,80,0.8749298409644735,0.5,0.9999,1,1,393
126,85,0.8749298409644735,0.99999,0.75,1,1,419
126,87,0.24992984096447346,0.5,0.75,1,1,1936
126,90,0.24992984096447346,0.99999,0.9999,1,1,395
126,92,0.6249298409644735,0.5,0.5,0,0,1988
126,95,0.12492984096447346,0.99999,0.5,0,1,2177
126,96,0.7499298409644735,0.99999,0.9999,1,1,944
126,97,0.7499298409644735,0.99999,0.75,1,1,971
126,98,0.12492984096447346,0.5,0.9999,0,1,3841
126,102,0.37492984096447346,0.99999,0.9999,1,1,487
126,103,0.37492984096447346,0.5,0.9999,1,1,1789
126,104,0.12492984096447346,0.99999,0.75,1,0,647
127,2,0.24992984096447346,0.99999,0.75,1,1,1750
127,4,0.8749298409644735,0,1e-4,1,0,13357
127,7,0.49992984096447346,0,1e-4,0,1,1521
127,10,0.24992984096447346,0.99999,0.25,1,0,5995
127,16,0.24992984096447346,0,1e-4,0,1,2794
127,18,0.37492984096447346,0.5,0.75,0,0,6935
127,19,0.7499298409644735,0,1e-4,0,1,3039
127,22,0.49992984096447346,0.99999,0.25,0,0,2870
127,23,0.6249298409644735,0,1e-4,0,0,10010
127,24,0.8749298409644735,0.5,0.25,1,0,4574
127,25,0.6249298409644735,0.5,0.75,1,1,1646
127,26,0.8749298409644735,0.5,0.25,0,1,2268
127,28,0.8749298409644735,0.99999,0.5,1,0,1701
127,29,0.7499298409644735,0,1e-4,1,0,3771
127,30,0.37492984096447346,0,1e-4,0,1,2455
127,31,0.49992984096447346,0.5,0.5,0,1,1782
127,32,0.49992984096447346,0,1e-4,0,1,4931
127,35,0.24992984096447346,0,1e-4,0,1,1413
127,36,0.37492984096447346,0.99999,0.5,1,1,5002
127,40,0.6249298409644735,0.5,0.25,0,0,1524
127,41,0.7499298409644735,0.5,0.5,1,1,3440
127,42,0.12492984096447346,0.5,0.25,0,1,4034
127,48,0.12492984096447346,0,1e-4,0,1,2275
127,50,0.6249298409644735,0.5,0.25,0,1,4931
127,51,0.6249298409644735,0.5,0.75,1,0,4643
127,53,0.49992984096447346,0.99999,0.5,1,1,2342
127,55,0.49992984096447346,0,1e-4,0,1,4919
127,58,0.7499298409644735,0.99999,0.25,0,1,3417
127,61,0.37492984096447346,0.99999,0.25,1,0,5778
127,62,0.12492984096447346,0,1e-4,0,1,1049
127,66,0.8749298409644735,0,1e-4,0,1,2368
127,70,0.24992984096447346,0,1e-4,0,0,1876
127,75,0.37492984096447346,0,1e-4,0,0,1185
127,77,0.24992984096447346,0.99999,0.5,0,0,9409
127,78,0.6249298409644735,0,1e-4,0,1,1282
127,79,0.7499298409644735,0.99999,0.5,1,1,1097
127,80,0.6249298409644735,0,1e-4,0,1,817
127,84,0.8749298409644735,0.99999,0.5,1,0,1783
127,86,0.8749298409644735,0.5,0.5,0,0,4827
127,89,0.12492984096447346,0,1e-4,0,1,959
127,90,0.6249298409644735,0.99999,0.25,1,1,1846
127,92,0.37492984096447346,0,1e-4,0,1,1546
127,94,0.37492984096447346,0.5,0.5,0,0,1715
127,95,0.8749298409644735,0.99999,0.25,1,1,2095
127,96,0.49992984096447346,0.5,0.25,0,0,1399
127,97,0.24992984096447346,0.99999,0.25,0,1,1342
127,99,0.24992984096447346,0.5,0.25,0,1,995
127,101,0.8749298409644735,0,1e-4,0,1,857
127,104,0.7499298409644735,0,1e-4,0,1,4910
127,1,0.8749298409644735,0.5,0.75,1,1,4287
127,3,0.12492984096447346,0.99999,0.5,1,0,7014
127,5,0.7499298409644735,0.5,0.9999,1,1,1911
127,6,0.24992984096447346,0.5,0.5,0,1,1525
127,8,0.7499298409644735,0.99999,0.25,1,0,5209
127,9,0.24992984096447346,0.5,0.5,0,0,3043
127,11,0.7499298409644735,0.99999,0.75,1,1,1749
127,12,0.37492984096447346,0.5,0.75,0,1,3515
127,13,0.7499298409644735,0.5,0.5,0,1,1648
127,14,0.8749298409644735,0.5,0.75,1,1,2834
127,15,0.49992984096447346,0.99999,0.75,1,1,2077
127,17,0.49992984096447346,0.5,0.9999,1,1,4906
127,20,0.49992984096447346,0.5,0.9999,1,1,7716
127,21,0.7499298409644735,0.5,0.9999,1,1,2901
127,27,0.37492984096447346,0.5,0.25,0,1,3416
127,33,0.37492984096447346,0.5,0.25,0,1,3043
127,34,0.6249298409644735,0.99999,0.5,1,1,2395
127,37,0.24992984096447346,0.5,0.9999,0,0,5526
127,38,0.49992984096447346,0.5,0.5,0,0,10761
127,39,0.12492984096447346,0.5,0.25,0,1,1056
127,43,0.24992984096447346,0.5,0.9999,0,1,2924
127,44,0.12492984096447346,0.99999,0.9999,1,1,3660
127,45,0.12492984096447346,0.5,0.75,0,0,9686
127,46,0.8749298409644735,0.99999,0.9999,1,1,1434
127,47,0.37492984096447346,0.99999,0.9999,1,0,2893
127,49,0.12492984096447346,0.5,0.75,0,0,2482
127,52,0.6249298409644735,0.99999,0.9999,1,0,1589
127,54,0.49992984096447346,0.99999,0.25,0,1,3550
127,56,0.12492984096447346,0.99999,0.5,0,1,2998
127,57,0.12492984096447346,0.99999,0.75,1,1,2455
127,59,0.6249298409644735,0.99999,0.5,1,0,2427
127,60,0.12492984096447346,0.5,0.5,0,1,1067
127,63,0.24992984096447346,0.99999,0.9999,1,1,2392
127,64,0.12492984096447346,0.99999,0.25,0,0,3423
127,65,0.37492984096447346,0.99999,0.75,1,1,1712
127,67,0.7499298409644735,0.5,0.75,1,1,4981
127,68,0.49992984096447346,0.5,0.75,0,0,3407
127,69,0.8749298409644735,0.99999,0.75,1,0,1210
127,71,0.12492984096447346,0.5,0.9999,0,0,2340
127,72,0.6249298409644735,0.99999,0.75,1,1,2629
127,73,0.49992984096447346,0.99999,0.9999,1,1,2243
127,74,0.8749298409644735,0.5,0.9999,1,1,1175
127,76,0.8749298409644735,0.99999,0.9999,1,0,787
127,81,0.7499298409644735,0.99999,0.75,1,1,1166
127,82,0.6249298409644735,0.99999,0.9999,1,0,1428
127,83,0.49992984096447346,0.99999,0.75,1,1,1869
127,85,0.37492984096447346,0.99999,0.5,0,1,1974
127,87,0.6249298409644735,0.5,0.9999,1,1,4057
127,88,0.7499298409644735,0.5,0.25,0,0,1390
127,91,0.12492984096447346,0.99999,0.9999,1,1,1196
127,93,0.6249298409644735,0.5,0.5,0,1,1760
127,98,0.37492984096447346,0.99999,0.9999,1,1,1271
127,100,0.7499298409644735,0.99999,0.9999,1,1,886
127,102,0.37492984096447346,0.5,0.9999,0,1,2801
127,103,0.24992984096447346,0.5,0.75,0,1,2345
127,105,0.24992984096447346,0.99999,0.75,1,0,3493
128,4,0.12492984096447346,0,1e-4,0,0,3054
128,5,0.49992984096447346,0.5,0.5,1,1,5602
128,6,0.6249298409644735,0,1e-4,1,0,6184
128,7,0.8749298409644735,0.5,0.75,1,1,1102
128,8,0.6249298409644735,0.99999,0.5,1,0,3058
128,9,0.37492984096447346,0.5,0.25,0,1,4695
128,11,0.7499298409644735,0.5,0.5,1,0,1743
128,16,0.49992984096447346,0,1e-4,0,1,12612
128,18,0.37492984096447346,0.99999,0.5,0,1,1872
128,20,0.6249298409644735,0.5,0.75,1,1,1177
128,21,0.24992984096447346,0,1e-4,0,1,1011
128,23,0.6249298409644735,0.5,0.25,0,1,3228
128,24,0.8749298409644735,0.5,0.25,1,0,5287
128,26,0.24992984096447346,0,1e-4,0,0,1773
128,27,0.49992984096447346,0.99999,0.25,1,0,4461
128,30,0.7499298409644735,0,1e-4,1,0,8238
128,34,0.7499298409644735,0.99999,0.25,1,1,13598
128,35,0.37492984096447346,0,1e-4,0,0,2066
128,36,0.12492984096447346,0.99999,0.5,0,1,4791
128,37,0.8749298409644735,0,1e-4,1,0,6866
128,39,0.12492984096447346,0.5,0.25,0,1,2049
128,40,0.49992984096447346,0,1e-4,0,0,3975
128,41,0.8749298409644735,0.99999,0.5,1,1,2138
128,44,0.7499298409644735,0,1e-4,1,1,4783
128,45,0.8749298409644735,0.5,0.25,1,0,3239
128,52,0.12492984096447346,0.5,0.25,0,1,1502
128,53,0.8749298409644735,0,1e-4,0,1,8361
128,54,0.37492984096447346,0,1e-4,0,0,3273
128,57,0.6249298409644735,0.99999,0.25,1,0,2680
128,58,0.24992984096447346,0.99999,0.25,0,1,1183
128,59,0.37492984096447346,0.99999,0.75,0,0,3838
128,61,0.24992984096447346,0.5,0.75,0,0,998
128,62,0.7499298409644735,0.99999,0.75,1,1,1010
128,63,0.6249298409644735,0,1e-4,1,0,2984
128,64,0.49992984096447346,0.5,0.25,0,0,3570
128,66,0.6249298409644735,0.99999,0.75,1,0,963
128,67,0.49992984096447346,0.5,0.75,0,0,5045
128,68,0.12492984096447346,0,1e-4,0,1,3555
128,72,0.24992984096447346,0.99999,0.5,0,0,642
128,77,0.7499298409644735,0,1e-4,1,0,1835
128,78,0.8749298409644735,0,1e-4,1,0,468
128,79,0.12492984096447346,0,1e-4,0,1,1423
128,81,0.7499298409644735,0.99999,0.5,1,0,1347
128,83,0.6249298409644735,0.5,0.5,0,0,3539
128,85,0.24992984096447346,0,1e-4,0,1,838
128,86,0.49992984096447346,0,1e-4,0,1,1604
128,87,0.12492984096447346,0.99999,0.5,0,0,1869
128,88,0.8749298409644735,0.99999,0.75,1,0,871
128,89,0.6249298409644735,0,1e-4,0,1,5251
128,91,0.37492984096447346,0.99999,0.5,0,1,1528
128,92,0.7499298409644735,0.99999,0.25,1,0,591
128,95,0.49992984096447346,0.99999,0.25,1,0,1789
128,98,0.37492984096447346,0,1e-4,0,0,1009
128,99,0.24992984096447346,0.5,0.25,0,1,459
128,102,0.12492984096447346,0.5,0.5,0,0,1048
128,1,0.7499298409644735,0.5,0.9999,1,0,1550
128,2,0.24992984096447346,0.99999,0.25,0,0,686
128,3,0.7499298409644735,0.5,0.9999,1,0,2471
128,10,0.37492984096447346,0.5,0.75,0,0,4354
128,12,0.24992984096447346,0.5,0.9999,0,0,4137
128,13,0.24992984096447346,0.5,0.5,0,1,13076
128,14,0.49992984096447346,0.5,0.5,1,0,8634
128,15,0.6249298409644735,0.99999,0.9999,1,1,3350
128,17,0.6249298409644735,0.5,0.75,1,1,967
128,19,0.12492984096447346,0.5,0.75,0,0,5123
128,22,0.49992984096447346,0.5,0.9999,0,0,2019
128,25,0.7499298409644735,0.5,0.5,1,1,6682
128,28,0.24992984096447346,0.5,0.5,0,0,6970
128,29,0.8749298409644735,0.5,0.75,1,1,4073
128,31,0.37492984096447346,0.99999,0.9999,0,0,16017
128,32,0.24992984096447346,0.99999,0.75,0,1,3941
128,33,0.24992984096447346,0.5,0.9999,0,0,3058
128,38,0.7499298409644735,0.99999,0.75,1,0,4763
128,42,0.37492984096447346,0.5,0.75,0,1,11166
128,43,0.6249298409644735,0.5,0.25,0,1,3843
128,46,0.49992984096447346,0.5,0.9999,1,1,5673
128,47,0.8749298409644735,0.99999,0.9999,1,1,570
128,48,0.37492984096447346,0.5,0.25,0,0,961
128,49,0.12492984096447346,0.5,0.75,0,0,2321
128,50,0.12492984096447346,0.99999,0.9999,0,0,10824
128,51,0.49992984096447346,0.99999,0.75,1,0,5978
128,55,0.37492984096447346,0.99999,0.9999,1,1,2315
128,56,0.37492984096447346,0.5,0.9999,0,0,3638
128,60,0.12492984096447346,0.99999,0.75,0,1,2374
128,65,0.6249298409644735,0.99999,0.5,1,0,5256
128,69,0.12492984096447346,0.99999,0.9999,1,1,1074
128,70,0.37492984096447346,0.5,0.5,0,1,1297
128,71,0.8749298409644735,0.5,0.9999,1,1,883
128,73,0.37492984096447346,0.99999,0.25,0,0,1735
128,74,0.12492984096447346,0.99999,0.25,0,0,2421
128,75,0.7499298409644735,0.5,0.75,1,0,2835
128,76,0.8749298409644735,0.99999,0.9999,1,1,645
128,80,0.49992984096447346,0.99999,0.9999,1,1,2874
128,82,0.6249298409644735,0.5,0.9999,1,1,1206
128,84,0.24992984096447346,0.99999,0.75,0,0,4461
128,90,0.49992984096447346,0.99999,0.5,0,0,4267
128,93,0.49992984096447346,0.99999,0.75,1,1,4095
128,94,0.7499298409644735,0.99999,0.9999,1,1,1074
128,96,0.12492984096447346,0.5,0.9999,0,0,948
128,97,0.8749298409644735,0.99999,0.5,1,0,1700
128,100,0.24992984096447346,0.99999,0.9999,1,1,893
128,101,0.8749298409644735,0.99999,0.25,1,0,1607
128,103,0.7499298409644735,0.5,0.25,1,0,2049
128,104,0.6249298409644735,0.99999,0.9999,1,0,501
128,105,0.8749298409644735,0.5,0.5,1,0,1887
129,1,0.12492984096447346,0,1e-4,0,1,1682
129,4,0.8749298409644735,0,1e-4,0,0,647
129,8,0.12492984096447346,0.5,0.25,0,1,1389
129,9,0.7499298409644735,0.99999,0.75,1,1,3048
129,10,0.8749298409644735,0.5,0.75,1,1,2224
129,11,0.49992984096447346,0,1e-4,0,1,1857
129,14,0.6249298409644735,0.5,0.25,0,1,2479
129,17,0.7499298409644735,0,1e-4,0,1,8421
129,18,0.6249298409644735,0.5,0.25,0,1,5095
129,24,0.8749298409644735,0.5,0.25,0,0,2741
129,29,0.37492984096447346,0,1e-4,0,0,8394
129,30,0.37492984096447346,0.5,0.25,0,0,1589
129,31,0.8749298409644735,0.99999,0.5,1,0,4093
129,32,0.7499298409644735,0,1e-4,0,0,13229
129,33,0.49992984096447346,0,1e-4,0,0,1665
129,35,0.24992984096447346,0.99999,0.25,0,0,5240
129,37,0.8749298409644735,0.5,0.25,0,1,7245
129,38,0.6249298409644735,0,1e-4,0,1,1191
129,41,0.7499298409644735,0.99999,0.25,0,1,1560
129,46,0.49992984096447346,0.99999,0.25,0,0,5280
129,47,0.24992984096447346,0,1e-4,0,1,1367
129,49,0.24992984096447346,0.5,0.5,0,0,5430
129,51,0.24992984096447346,0,1e-4,0,1,2474
129,53,0.8749298409644735,0.99999,0.5,1,1,2250
129,54,0.7499298409644735,0.99999,0.75,1,1,1893
129,60,0.49992984096447346,0,1e-4,0,1,3435
129,62,0.49992984096447346,0.99999,0.75,1,0,2670
129,66,0.7499298409644735,0.99999,0.25,0,1,2067
129,69,0.12492984096447346,0,1e-4,0,0,12502
129,71,0.24992984096447346,0,1e-4,0,1,1359
129,72,0.24992984096447346,0.99999,0.25,0,1,4359
129,74,0.7499298409644735,0.5,0.25,0,0,2796
129,75,0.6249298409644735,0.99999,0.25,0,1,1462
129,76,0.8749298409644735,0,1e-4,0,0,1138
129,77,0.12492984096447346,0,1e-4,0,1,8484
129,78,0.6249298409644735,0,1e-4,0,0,3237
129,81,0.7499298409644735,0,1e-4,0,1,3700
129,82,0.37492984096447346,0,1e-4,0,0,16213
129,86,0.8749298409644735,0.99999,0.25,0,1,5621
129,87,0.24992984096447346,0.99999,0.75,1,1,1125
129,91,0.6249298409644735,0,1e-4,0,1,5956
129,94,0.49992984096447346,0.5,0.25,0,0,3755
129,95,0.37492984096447346,0.99999,0.25,0,1,2116
129,100,0.12492984096447346,0.99999,0.25,0,1,1368
129,103,0.37492984096447346,0,1e-4,0,1,977
129,104,0.8749298409644735,0,1e-4,0,1,1177
129,2,0.37492984096447346,0.99999,0.9999,1,1,863
129,3,0.24992984096447346,0.99999,0.75,1,1,1078
129,5,0.7499298409644735,0.5,0.9999,1,0,10922
129,6,0.37492984096447346,0.5,0.75,0,1,5064
129,7,0.8749298409644735,0.5,0.75,1,0,2878
129,12,0.7499298409644735,0.5,0.5,0,0,4077
129,13,0.12492984096447346,0.5,0.75,1,1,3240
129,15,0.12492984096447346,0.5,0.75,1,1,2825
129,16,0.7499298409644735,0.5,0.9999,1,1,47255
129,19,0.12492984096447346,0.99999,0.9999,1,1,4322
129,20,0.6249298409644735,0.5,0.75,1,1,38465
129,21,0.24992984096447346,0.5,0.5,0,0,19724
129,22,0.37492984096447346,0.5,0.25,0,1,7270
129,23,0.12492984096447346,0.99999,0.5,1,1,8333
129,25,0.49992984096447346,0.99999,0.75,1,1,1979
129,26,0.6249298409644735,0.5,0.75,1,1,22347
129,27,0.49992984096447346,0.5,0.9999,1,0,1314
