Participant,Trial,Self,OtherConfidence,Others,ChoiceRed,correct,RT
204,81,0.12492984096447346,0.99999,0.75,0,1,2158
204,83,0.6249298409644735,0.99999,0.9999,1,1,991
204,84,0.37492984096447346,0.5,0.9999,1,1,1438
204,87,0.49992984096447346,0.99999,0.75,1,0,1034
204,92,0.12492984096447346,0.99999,0.5,0,1,319
204,93,0.8749298409644735,0.99999,0.75,1,1,62
204,99,0.8749298409644735,0.5,0.9999,1,1,666
204,101,0.12492984096447346,0.5,0.9999,1,1,2110
204,103,0.49992984096447346,0.99999,0.9999,1,1,1709
204,104,0.6249298409644735,0.5,0.9999,1,1,224
204,105,0.7499298409644735,0.99999,0.5,1,1,716
206,2,0.12492984096447346,0.5,0.75,1,1,2536
206,3,0.6249298409644735,0.5,0.25,0,1,3530
206,5,0.7499298409644735,0,1e-4,0,1,2635
206,9,0.24992984096447346,0.5,0.5,0,0,1373
206,12,0.8749298409644735,0,1e-4,0,1,2344
206,13,0.37492984096447346,0.5,0.75,1,1,1750
206,14,0.37492984096447346,0.5,0.25,0,1,3162
206,15,0.24992984096447346,0.5,0.5,0,0,505
206,18,0.49992984096447346,0,1e-4,0,1,1428
206,19,0.7499298409644735,0.99999,0.25,0,0,2887
206,20,0.24992984096447346,0,1e-4,0,1,833
206,22,0.37492984096447346,0,1e-4,0,1,6842
206,23,0.7499298409644735,0.99999,0.75,1,1,257
206,24,0.49992984096447346,0.5,0.5,0,0,6714
206,25,0.12492984096447346,0,1e-4,0,1,427
206,27,0.37492984096447346,0.99999,0.5,1,1,1277
206,29,0.6249298409644735,0.99999,0.5,1,1,498
206,30,0.7499298409644735,0,1e-4,0,0,1994
206,32,0.6249298409644735,0.5,0.75,1,1,1554
206,36,0.49992984096447346,0,1e-4,0,1,1391
206,38,0.49992984096447346,0.5,0.5,0,0,924
206,42,0.24992984096447346,0,1e-4,0,1,640
206,46,0.6249298409644735,0,1e-4,0,0,1738
206,48,0.8749298409644735,0.5,0.25,0,0,6071
206,49,0.24992984096447346,0.99999,0.25,0,0,2942
206,51,0.8749298409644735,0.5,0.75,1,1,3100
206,52,0.8749298409644735,0.5,0.25,0,1,4903
206,54,0.12492984096447346,0.99999,0.25,0,0,1629
206,55,0.6249298409644735,0,1e-4,0,0,588
206,57,0.8749298409644735,0.99999,0.5,1,1,1383
206,59,0.24992984096447346,0.5,0.25,0,1,484
206,60,0.49992984096447346,0,1e-4,0,1,330
206,61,0.6249298409644735,0.5,0.5,0,1,1412
206,62,0.7499298409644735,0.99999,0.25,0,0,2552
206,63,0.37492984096447346,0.99999,0.25,0,0,2127
206,69,0.8749298409644735,0,1e-4,0,1,310
206,70,0.6249298409644735,0.99999,0.5,1,0,1144
206,71,0.12492984096447346,0.99999,0.5,0,0,1437
206,73,0.49992984096447346,0.99999,0.5,1,1,1179
206,74,0.6249298409644735,0,1e-4,0,0,1478
206,75,0.24992984096447346,0.99999,0.25,0,0,1332
206,78,0.6249298409644735,0.99999,0.25,0,0,1682
206,79,0.8749298409644735,0.99999,0.25,0,1,4348
206,80,0.12492984096447346,0,1e-4,0,1,447
206,81,0.37492984096447346,0,1e-4,0,1,1074
206,82,0.12492984096447346,0,1e-4,0,1,1030
206,89,0.49992984096447346,0.99999,0.25,0,1,1524
206,90,0.12492984096447346,0.99999,0.75,1,1,919
206,94,0.37492984096447346,0.99999,0.5,0,0,2146
206,95,0.49992984096447346,0.5,0.25,0,0,631
206,96,0.8749298409644735,0,1e-4,0,0,1002
206,97,0.24992984096447346,0,1e-4,0,0,792
206,99,0.37492984096447346,0,1e-4,0,1,439
206,102,0.7499298409644735,0,1e-4,0,1,1837
206,103,0.37492984096447346,0.5,0.5,0,0,341
206,104,0.6249298409644735,0.99999,0.75,1,1,37
206,1,0.12492984096447346,0.5,0.25,0,1,1464
206,4,0.49992984096447346,0.5,0.9999,1,1,467
206,6,0.6249298409644735,0.5,0.25,0,0,901
206,7,0.6249298409644735,0.99999,0.9999,1,1,1640
206,8,0.49992984096447346,0.99999,0.25,0,0,7262
206,10,0.7499298409644735,0.5,0.5,1,0,1836
206,11,0.24992984096447346,0.5,0.9999,1,1,3759
206,16,0.8749298409644735,0.99999,0.5,1,1,1306
206,17,0.8749298409644735,0.99999,0.9999,1,1,137
206,21,0.8749298409644735,0.5,0.75,1,1,303
206,26,0.7499298409644735,0.5,0.9999,1,1,841
206,28,0.24992984096447346,0.5,0.9999,1,1,3878
206,31,0.49992984096447346,0.5,0.9999,1,0,1418
206,33,0.12492984096447346,0.5,0.75,1,1,3367
206,34,0.6249298409644735,0.5,0.75,1,0,2591
206,35,0.12492984096447346,0.99999,0.5,1,0,3928
206,37,0.12492984096447346,0.99999,0.9999,1,1,1882
206,39,0.24992984096447346,0.99999,0.75,1,1,2370
206,40,0.37492984096447346,0.5,0.75,1,1,8907
206,41,0.37492984096447346,0.99999,0.9999,1,1,5679
206,43,0.7499298409644735,0.5,0.9999,1,1,553
206,44,0.49992984096447346,0.99999,0.75,1,0,977
206,45,0.7499298409644735,0.5,0.5,0,1,2446
206,47,0.12492984096447346,0.5,0.25,0,1,744
206,50,0.37492984096447346,0.5,0.25,0,1,498
206,53,0.24992984096447346,0.99999,0.9999,1,1,1194
206,56,0.7499298409644735,0.99999,0.75,1,0,2843
206,58,0.7499298409644735,0.5,0.25,0,0,1530
206,64,0.37492984096447346,0.5,0.9999,1,0,1448
206,65,0.7499298409644735,0.99999,0.9999,1,0,233
206,66,0.49992984096447346,0.5,0.75,1,1,1923
206,67,0.12492984096447346,0.99999,0.9999,1,1,1940
206,68,0.8749298409644735,0.5,0.9999,1,0,1035
206,72,0.49992984096447346,0.99999,0.9999,1,1,1031
206,76,0.37492984096447346,0.99999,0.75,1,1,1918
206,77,0.12492984096447346,0.5,0.9999,1,1,8027
206,83,0.8749298409644735,0.99999,0.75,1,1,775
206,84,0.6249298409644735,0.99999,0.9999,1,1,726
206,85,0.24992984096447346,0.5,0.75,1,0,1429
206,86,0.37492984096447346,0.99999,0.9999,1,0,635
206,87,0.49992984096447346,0.99999,0.75,1,1,1064
206,88,0.7499298409644735,0.5,0.75,1,1,1611
206,91,0.12492984096447346,0.5,0.5,0,1,746
206,92,0.24992984096447346,0.99999,0.5,1,0,5502
206,93,0.24992984096447346,0.99999,0.75,1,0,1180
206,98,0.7499298409644735,0.99999,0.5,1,1,1344
206,100,0.8749298409644735,0.5,0.5,0,0,3204
206,101,0.8749298409644735,0.99999,0.9999,1,0,1149
206,105,0.6249298409644735,0.5,0.9999,1,1,643
210,2,0.12492984096447346,0.5,0.25,0,1,1345
210,7,0.49992984096447346,0,1e-4,0,1,3437
210,8,0.7499298409644735,0,1e-4,1,1,4981
210,11,0.7499298409644735,0.5,0.5,1,1,871
210,13,0.49992984096447346,0.99999,0.25,0,1,324
210,16,0.24992984096447346,0,1e-4,0,1,465
210,17,0.49992984096447346,0.5,0.5,0,0,882
210,18,0.24992984096447346,0.99999,0.25,0,1,985
210,19,0.37492984096447346,0,1e-4,0,1,1590
210,20,0.12492984096447346,0.5,0.75,0,0,339
210,21,0.37492984096447346,0.99999,0.5,1,0,2738
210,22,0.6249298409644735,0,1e-4,1,0,3525
210,23,0.7499298409644735,0,1e-4,0,1,680
210,24,0.8749298409644735,0.5,0.75,1,1,919
210,25,0.12492984096447346,0,1e-4,0,0,861
210,28,0.8749298409644735,0.5,0.25,0,1,6826
210,29,0.6249298409644735,0.5,0.25,0,1,1564
210,30,0.8749298409644735,0.5,0.25,1,0,1473
210,32,0.8749298409644735,0,1e-4,1,0,938
210,34,0.37492984096447346,0.5,0.25,0,0,380
210,35,0.12492984096447346,0.5,0.25,0,1,231
210,37,0.24992984096447346,0.5,0.5,0,1,860
210,42,0.24992984096447346,0,1e-4,0,0,94
210,43,0.49992984096447346,0,1e-4,0,0,121
210,48,0.6249298409644735,0.99999,0.5,0,0,498
210,52,0.37492984096447346,0.5,0.25,0,0,696
210,53,0.49992984096447346,0,1e-4,0,1,1463
210,57,0.24992984096447346,0,1e-4,0,1,952
210,58,0.49992984096447346,0.5,0.25,0,1,937
210,59,0.7499298409644735,0.99999,0.75,1,1,461
210,60,0.37492984096447346,0.99999,0.75,1,1,2367
210,61,0.6249298409644735,0,1e-4,0,1,842
210,63,0.6249298409644735,0,1e-4,1,1,2315
210,65,0.37492984096447346,0,1e-4,0,1,29
210,66,0.37492984096447346,0,1e-4,0,1,223
210,67,0.7499298409644735,0.99999,0.25,1,0,2156
210,69,0.12492984096447346,0,1e-4,0,1,545
210,70,0.7499298409644735,0.99999,0.5,1,1,1868
210,71,0.8749298409644735,0,1e-4,0,1,4867
210,74,0.6249298409644735,0.99999,0.5,1,1,1439
210,76,0.8749298409644735,0.5,0.5,1,0,2011
210,77,0.7499298409644735,0.5,0.75,0,0,1509
210,79,0.24992984096447346,0.5,0.25,0,1,821
210,82,0.7499298409644735,0,1e-4,1,0,1400
210,86,0.8749298409644735,0.99999,0.5,1,1,504
210,88,0.12492984096447346,0.5,0.5,0,1,168
210,89,0.8749298409644735,0,1e-4,0,1,972
210,90,0.8749298409644735,0.99999,0.25,1,0,336
210,91,0.37492984096447346,0.5,0.5,1,1,355
210,92,0.7499298409644735,0.5,0.25,1,0,5466
210,97,0.12492984096447346,0.99999,0.5,0,0,1211
210,100,0.49992984096447346,0.5,0.75,0,0,2875
210,101,0.24992984096447346,0.99999,0.25,0,0,91
210,102,0.12492984096447346,0,1e-4,0,1,64
210,105,0.37492984096447346,0.99999,0.25,0,0,1220
210,1,0.24992984096447346,0.5,0.5,0,1,9145
210,3,0.7499298409644735,0.5,0.9999,1,1,1525
210,4,0.49992984096447346,0.5,0.5,1,1,3130
210,5,0.49992984096447346,0.99999,0.75,1,1,1699
210,6,0.7499298409644735,0.99999,0.75,1,1,1416
210,9,0.6249298409644735,0.5,0.75,1,0,4500
210,10,0.24992984096447346,0.5,0.9999,0,0,917
210,12,0.49992984096447346,0.5,0.9999,1,0,4066
210,14,0.7499298409644735,0.5,0.9999,1,1,391
210,15,0.12492984096447346,0.5,0.75,0,0,464
210,26,0.49992984096447346,0.5,0.9999,1,1,1963
210,27,0.12492984096447346,0.99999,0.5,0,0,4538
210,31,0.6249298409644735,0.5,0.25,0,0,2316
210,33,0.24992984096447346,0.99999,0.75,1,0,1948
210,36,0.12492984096447346,0.99999,0.9999,1,1,2885
210,38,0.6249298409644735,0.5,0.75,1,0,2440
210,39,0.7499298409644735,0.99999,0.25,1,1,3029
210,40,0.6249298409644735,0.99999,0.9999,1,1,665
210,41,0.7499298409644735,0.5,0.5,1,1,1107
210,44,0.8749298409644735,0.99999,0.5,1,1,172
210,45,0.24992984096447346,0.5,0.9999,0,0,2221
210,46,0.37492984096447346,0.5,0.75,0,0,1143
210,47,0.37492984096447346,0.5,0.75,1,0,2716
210,49,0.8749298409644735,0.99999,0.9999,1,1,458
210,50,0.8749298409644735,0.5,0.75,0,0,434
210,51,0.37492984096447346,0.99999,0.9999,1,1,4844
210,54,0.49992984096447346,0.99999,0.25,0,0,2365
210,55,0.24992984096447346,0.5,0.75,0,0,1802
210,56,0.6249298409644735,0.99999,0.9999,1,1,143
210,62,0.49992984096447346,0.99999,0.9999,1,1,3936
210,64,0.8749298409644735,0.99999,0.75,1,0,260
210,68,0.8749298409644735,0.5,0.9999,1,1,927
210,72,0.12492984096447346,0.5,0.9999,0,0,712
210,73,0.6249298409644735,0.99999,0.25,1,0,821
210,75,0.37492984096447346,0.99999,0.5,0,1,621
210,78,0.37492984096447346,0.99999,0.9999,1,1,1434
210,80,0.6249298409644735,0.5,0.9999,1,0,570
210,81,0.37492984096447346,0.5,0.9999,1,1,2227
210,83,0.49992984096447346,0.99999,0.75,1,0,2941
210,84,0.24992984096447346,0.99999,0.9999,1,1,1686
210,85,0.24992984096447346,0.99999,0.75,0,1,6500
210,87,0.12492984096447346,0.99999,0.9999,1,1,3529
210,93,0.12492984096447346,0.99999,0.25,0,1,600
210,94,0.12492984096447346,0.99999,0.75,1,1,3822
210,95,0.24992984096447346,0.99999,0.5,1,0,3248
210,96,0.6249298409644735,0.99999,0.75,1,1,1058
210,98,0.6249298409644735,0.5,0.5,0,1,1461
210,99,0.8749298409644735,0.99999,0.9999,1,1,228
210,103,0.49992984096447346,0.99999,0.5,1,0,690
210,104,0.7499298409644735,0.99999,0.9999,1,1,114
211,1,0.49992984096447346,0.5,0.5,0,0,16206
211,7,0.37492984096447346,0.99999,0.5,1,1,2278
211,9,0.37492984096447346,0.5,0.25,0,1,1387
211,14,0.6249298409644735,0,1e-4,0,1,4743
211,16,0.7499298409644735,0,1e-4,0,1,1225
211,21,0.24992984096447346,0.99999,0.25,0,0,3454
211,24,0.49992984096447346,0,1e-4,0,1,1510
211,27,0.12492984096447346,0.5,0.75,1,1,6291
211,28,0.49992984096447346,0,1e-4,0,1,648
211,30,0.7499298409644735,0,1e-4,0,1,5462
211,31,0.8749298409644735,0.5,0.25,0,1,6504
211,33,0.24992984096447346,0,1e-4,0,1,1184
211,34,0.37492984096447346,0,1e-4,0,0,2103
211,36,0.12492984096447346,0,1e-4,0,1,1587
211,40,0.7499298409644735,0.5,0.5,0,0,2507
211,41,0.8749298409644735,0.99999,0.5,1,0,5435
211,42,0.24992984096447346,0,1e-4,0,0,4252
211,43,0.37492984096447346,0.5,0.25,0,1,979
211,44,0.6249298409644735,0.5,0.25,0,0,3274
211,46,0.6249298409644735,0.5,0.25,0,1,3071
211,48,0.7499298409644735,0.99999,0.25,0,1,1925
211,52,0.8749298409644735,0,1e-4,0,1,3002
211,54,0.24992984096447346,0,1e-4,0,1,2045
211,55,0.24992984096447346,0.99999,0.5,0,1,3936
211,58,0.24992984096447346,0.5,0.25,0,1,1101
211,62,0.6249298409644735,0.99999,0.25,0,1,1569
211,63,0.49992984096447346,0.5,0.75,1,0,1595
211,65,0.12492984096447346,0.5,0.5,0,0,2310
211,67,0.7499298409644735,0,1e-4,0,0,2478
211,69,0.7499298409644735,0.99999,0.25,0,0,1769
211,71,0.8749298409644735,0,1e-4,0,1,2809
211,72,0.49992984096447346,0,1e-4,0,1,1459
211,76,0.8749298409644735,0.99999,0.75,1,0,1568
211,78,0.24992984096447346,0.99999,0.25,0,1,2750
211,79,0.6249298409644735,0.99999,0.5,1,1,3505
211,81,0.7499298409644735,0.5,0.25,0,1,1885
211,82,0.6249298409644735,0.5,0.5,0,0,6617
211,83,0.12492984096447346,0.99999,0.5,0,0,2142
211,84,0.37492984096447346,0.99999,0.25,0,1,804
211,87,0.49992984096447346,0.99999,0.25,0,0,3097
211,89,0.6249298409644735,0,1e-4,0,0,2986
211,91,0.6249298409644735,0,1e-4,0,1,3082
211,92,0.49992984096447346,0.5,0.25,0,0,1861
211,95,0.37492984096447346,0,1e-4,0,1,2792
211,96,0.12492984096447346,0,1e-4,0,0,2484
211,98,0.8749298409644735,0,1e-4,0,1,5464
211,99,0.8749298409644735,0.99999,0.25,0,0,4919
211,100,0.12492984096447346,0.99999,0.25,0,1,1793
211,102,0.37492984096447346,0,1e-4,0,1,2022
211,103,0.12492984096447346,0,1e-4,0,1,1604
211,2,0.37492984096447346,0.99999,0.9999,1,1,2201
211,3,0.49992984096447346,0.99999,0.75,1,1,3172
211,4,0.12492984096447346,0.99999,0.5,0,1,2269
211,5,0.8749298409644735,0.5,0.25,0,1,2502
211,6,0.49992984096447346,0.99999,0.25,0,1,2645
211,8,0.8749298409644735,0.5,0.75,1,1,3186
211,10,0.6249298409644735,0.5,0.75,1,1,2087
211,11,0.49992984096447346,0.5,0.5,0,1,8191
211,12,0.6249298409644735,0.99999,0.5,1,0,2456
211,13,0.24992984096447346,0.5,0.9999,1,1,2932
211,15,0.24992984096447346,0.99999,0.75,1,0,3028
211,17,0.24992984096447346,0.5,0.9999,1,1,3087
211,18,0.12492984096447346,0.5,0.25,0,0,1168
211,19,0.6249298409644735,0.5,0.75,1,1,8639
211,20,0.7499298409644735,0.99999,0.75,1,0,1388
211,22,0.37492984096447346,0.5,0.75,0,0,5132
211,23,0.7499298409644735,0.5,0.5,1,1,5627
211,25,0.37492984096447346,0.5,0.75,1,0,2123
211,26,0.12492984096447346,0.5,0.25,0,0,773
211,29,0.24992984096447346,0.5,0.5,0,1,1791
211,32,0.49992984096447346,0.5,0.9999,1,1,2318
211,35,0.7499298409644735,0.5,0.9999,1,1,1822
211,37,0.24992984096447346,0.5,0.5,0,0,1946
211,38,0.8749298409644735,0.5,0.75,1,1,2798
211,39,0.12492984096447346,0.99999,0.9999,1,0,3774
211,45,0.7499298409644735,0.5,0.9999,1,0,3157
211,47,0.6249298409644735,0.99999,0.9999,1,1,2368
211,49,0.8749298409644735,0.99999,0.9999,1,0,1821
211,50,0.49992984096447346,0.5,0.9999,1,1,1968
211,51,0.12492984096447346,0.5,0.75,0,0,4717
211,53,0.7499298409644735,0.99999,0.9999,1,1,4446
211,56,0.37492984096447346,0.5,0.9999,1,0,2558
211,57,0.24992984096447346,0.99999,0.75,1,1,2885
211,59,0.7499298409644735,0.99999,0.75,1,0,2317
211,60,0.24992984096447346,0.5,0.75,1,0,1518
211,61,0.8749298409644735,0.99999,0.9999,1,1,1199
211,64,0.6249298409644735,0.99999,0.9999,1,1,4428
211,66,0.37492984096447346,0.99999,0.9999,1,1,2155
211,68,0.7499298409644735,0.99999,0.5,1,1,3113
211,70,0.37492984096447346,0.99999,0.5,0,0,2350
211,73,0.49992984096447346,0.99999,0.75,1,0,2178
211,74,0.8749298409644735,0.5,0.9999,1,1,3007
211,75,0.49992984096447346,0.99999,0.5,1,0,4855
211,77,0.37492984096447346,0.99999,0.75,1,1,2925
211,80,0.7499298409644735,0.5,0.75,1,1,2773
211,85,0.12492984096447346,0.99999,0.9999,1,0,718
211,86,0.12492984096447346,0.99999,0.75,1,1,1335
211,88,0.49992984096447346,0.99999,0.9999,1,1,2466
211,90,0.8749298409644735,0.5,0.5,1,0,3293
211,93,0.8749298409644735,0.99999,0.5,1,1,2882
211,94,0.6249298409644735,0.99999,0.75,1,0,4402
211,97,0.12492984096447346,0.5,0.9999,1,1,2891
211,101,0.24992984096447346,0.99999,0.9999,1,0,3830
211,104,0.37492984096447346,0.5,0.5,0,0,3444
211,105,0.6249298409644735,0.5,0.9999,1,0,1653
212,2,0.37492984096447346,0.5,0.75,1,1,4622
212,3,0.6249298409644735,0.5,0.25,0,1,2187
212,4,0.6249298409644735,0.99999,0.5,1,1,1910
212,6,0.37492984096447346,0.5,0.25,0,1,2818
212,7,0.6249298409644735,0,1e-4,0,1,2195
212,12,0.49992984096447346,0,1e-4,0,1,1841
212,14,0.6249298409644735,0.5,0.25,0,1,1100
212,15,0.7499298409644735,0,1e-4,0,1,980
212,16,0.12492984096447346,0.5,0.25,0,1,612
212,19,0.12492984096447346,0.5,0.75,1,1,7038
212,22,0.12492984096447346,0,1e-4,0,1,2698
212,24,0.24992984096447346,0.5,0.5,0,0,2516
212,26,0.24992984096447346,0,1e-4,0,1,1693
212,27,0.37492984096447346,0,1e-4,0,1,1646
212,29,0.7499298409644735,0,1e-4,0,1,2045
212,30,0.37492984096447346,0.5,0.25,0,1,2190
212,35,0.24992984096447346,0.99999,0.25,1,0,14623
212,36,0.49992984096447346,0,1e-4,0,0,2766
212,37,0.8749298409644735,0,1e-4,1,0,8247
212,39,0.24992984096447346,0,1e-4,0,1,1666
212,46,0.49992984096447346,0.99999,0.25,1,1,4359
212,54,0.37492984096447346,0.99999,0.5,0,1,3431
212,56,0.12492984096447346,0.99999,0.5,0,1,2979
212,58,0.6249298409644735,0.99999,0.5,1,0,2266
212,59,0.49992984096447346,0,1e-4,0,1,14294
212,61,0.37492984096447346,0,1e-4,0,1,2497
212,62,0.7499298409644735,0,1e-4,0,1,4691
212,65,0.8749298409644735,0,1e-4,0,1,10201
212,66,0.49992984096447346,0.5,0.25,0,0,857
212,70,0.7499298409644735,0.5,0.25,0,1,2094
212,72,0.37492984096447346,0.99999,0.25,1,0,3632
212,74,0.8749298409644735,0.99999,0.75,1,1,345
212,75,0.8749298409644735,0,1e-4,0,0,15649
212,76,0.6249298409644735,0.99999,0.75,1,1,873
212,78,0.24992984096447346,0.99999,0.5,1,1,3277
212,79,0.24992984096447346,0.5,0.25,0,0,1053
212,81,0.8749298409644735,0.99999,0.25,1,0,1754
212,82,0.6249298409644735,0.99999,0.25,0,0,6853
212,84,0.12492984096447346,0.99999,0.25,0,1,21520
212,86,0.37492984096447346,0,1e-4,0,0,697
212,88,0.49992984096447346,0.99999,0.25,0,0,842
212,91,0.6249298409644735,0,1e-4,0,0,8584
212,93,0.7499298409644735,0.99999,0.5,1,1,947
212,94,0.12492984096447346,0,1e-4,0,0,484
212,96,0.12492984096447346,0,1e-4,0,0,147
212,98,0.7499298409644735,0.99999,0.25,1,1,3497
212,100,0.24992984096447346,0.99999,0.25,0,0,495
212,102,0.24992984096447346,0,1e-4,0,1,1104
212,103,0.6249298409644735,0,1e-4,0,1,1024
212,1,0.8749298409644735,0.5,0.75,1,1,2654
212,5,0.7499298409644735,0.99999,0.25,0,1,10568
212,8,0.7499298409644735,0.5,0.5,1,1,3178
212,9,0.8749298409644735,0.99999,0.9999,1,0,1839
212,10,0.49992984096447346,0.5,0.9999,1,1,1830
212,11,0.49992984096447346,0.5,0.5,0,0,3463
212,13,0.6249298409644735,0.99999,0.9999,1,1,1805
212,17,0.12492984096447346,0.99999,0.5,1,1,12581
212,18,0.37492984096447346,0.99999,0.5,1,1,1376
212,20,0.49992984096447346,0.5,0.9999,1,1,1037
212,21,0.37492984096447346,0.99999,0.9999,1,1,1061
212,23,0.6249298409644735,0.5,0.75,1,1,25735
212,25,0.8749298409644735,0.5,0.75,0,1,17039
212,28,0.7499298409644735,0.5,0.5,0,1,2444
212,31,0.37492984096447346,0.5,0.75,0,1,5769
212,32,0.24992984096447346,0.5,0.9999,1,1,3872
212,33,0.24992984096447346,0.5,0.9999,1,0,7144
212,34,0.7499298409644735,0.99999,0.75,1,0,1595
212,38,0.24992984096447346,0.99999,0.75,1,0,22928
212,40,0.8749298409644735,0.99999,0.5,1,0,1431
212,41,0.8749298409644735,0.5,0.25,1,1,2828
212,42,0.7499298409644735,0.5,0.9999,1,1,1604
212,43,0.6249298409644735,0.5,0.75,1,1,2180
212,44,0.12492984096447346,0.5,0.25,0,1,1098
212,45,0.8749298409644735,0.5,0.25,0,1,10056
212,47,0.49992984096447346,0.99999,0.75,1,1,910
212,48,0.12492984096447346,0.99999,0.9999,0,0,11526
212,49,0.24992984096447346,0.5,0.5,0,0,1145
212,50,0.49992984096447346,0.5,0.5,1,1,1860
212,51,0.7499298409644735,0.5,0.9999,1,0,1088
212,52,0.12492984096447346,0.5,0.75,0,0,3635
212,53,0.24992984096447346,0.99999,0.9999,1,1,6225
212,55,0.8749298409644735,0.5,0.9999,1,0,1734
212,57,0.49992984096447346,0.5,0.75,1,1,5368
212,60,0.12492984096447346,0.99999,0.75,0,0,7953
212,63,0.12492984096447346,0.5,0.9999,0,0,4227
212,64,0.7499298409644735,0.99999,0.9999,1,1,805
212,67,0.37492984096447346,0.99999,0.75,1,0,1187
212,68,0.8749298409644735,0.99999,0.9999,1,1,584
212,69,0.49992984096447346,0.99999,0.5,1,1,494
212,71,0.12492984096447346,0.5,0.5,0,0,872
212,73,0.49992984096447346,0.99999,0.75,1,1,971
212,77,0.8749298409644735,0.5,0.5,0,1,6849
212,80,0.24992984096447346,0.5,0.75,0,1,3875
212,83,0.37492984096447346,0.5,0.9999,1,0,1601
212,85,0.6249298409644735,0.99999,0.9999,1,1,637
212,87,0.24992984096447346,0.99999,0.75,1,1,1262
212,89,0.6249298409644735,0.5,0.5,0,1,770
212,90,0.7499298409644735,0.5,0.75,1,0,8726
212,92,0.7499298409644735,0.99999,0.75,1,1,2622
212,95,0.6249298409644735,0.5,0.9999,1,1,414
212,97,0.12492984096447346,0.99999,0.9999,1,1,6296
212,99,0.49992984096447346,0.99999,0.9999,1,1,555
212,101,0.37492984096447346,0.5,0.5,0,1,12303
212,104,0.8749298409644735,0.99999,0.5,1,0,832
212,105,0.37492984096447346,0.99999,0.9999,1,0,663
213,4,0.37492984096447346,0,1e-4,0,1,1630
213,6,0.24992984096447346,0,1e-4,0,0,2680
213,8,0.24992984096447346,0.99999,0.25,0,0,3781
213,13,0.37492984096447346,0.5,0.25,0,1,1509
213,14,0.37492984096447346,0.5,0.75,1,1,2567
213,15,0.49992984096447346,0,1e-4,0,0,1206
213,16,0.7499298409644735,0,1e-4,0,1,4930
213,17,0.49992984096447346,0.99999,0.25,0,0,1355
213,20,0.8749298409644735,0.5,0.25,0,1,6029
213,21,0.37492984096447346,0.5,0.75,1,1,2747
213,22,0.7499298409644735,0,1e-4,0,1,1150
213,24,0.6249298409644735,0.5,0.25,0,1,4584
213,26,0.7499298409644735,0.99999,0.25,1,0,17254
213,27,0.6249298409644735,0,1e-4,0,1,2607
213,28,0.8749298409644735,0.5,0.25,1,1,9605
213,29,0.37492984096447346,0.99999,0.5,0,1,4012
213,30,0.8749298409644735,0,1e-4,0,1,14244
213,31,0.12492984096447346,0,1e-4,0,1,1875
213,32,0.6249298409644735,0.5,0.25,0,1,6186
213,33,0.24992984096447346,0.99999,0.75,1,1,4742
213,44,0.12492984096447346,0.5,0.25,0,1,1063
213,47,0.49992984096447346,0,1e-4,0,0,1770
213,48,0.8749298409644735,0.99999,0.5,1,0,869
213,49,0.24992984096447346,0,1e-4,0,1,3574
213,51,0.7499298409644735,0.5,0.5,1,0,1762
213,55,0.37492984096447346,0.5,0.5,0,1,12156
213,56,0.49992984096447346,0.99999,0.5,1,1,7764
213,61,0.49992984096447346,0,1e-4,0,1,7747
213,65,0.7499298409644735,0,1e-4,0,1,3437
213,66,0.37492984096447346,0,1e-4,0,1,699
213,67,0.37492984096447346,0.99999,0.25,0,1,1572
213,69,0.6249298409644735,0.5,0.5,1,1,14497
213,71,0.12492984096447346,0,1e-4,0,0,824
213,73,0.6249298409644735,0,1e-4,0,1,1027
213,76,0.6249298409644735,0.99999,0.5,1,0,2121
213,77,0.8749298409644735,0,1e-4,0,1,1950
213,80,0.24992984096447346,0.99999,0.25,0,0,1615
213,81,0.37492984096447346,0.99999,0.5,0,1,1404
213,82,0.6249298409644735,0,1e-4,0,0,939
213,85,0.7499298409644735,0.5,0.75,1,1,1034
213,87,0.12492984096447346,0,1e-4,0,1,1537
213,89,0.37492984096447346,0,1e-4,0,1,1857
213,90,0.7499298409644735,0.99999,0.25,0,1,2769
213,96,0.24992984096447346,0,1e-4,0,1,1138
213,100,0.8749298409644735,0,1e-4,0,0,396
213,1,0.7499298409644735,0.99999,0.75,1,1,11229
213,2,0.7499298409644735,0.5,0.9999,1,1,3133
213,3,0.7499298409644735,0.5,0.5,1,1,5353
213,5,0.12492984096447346,0.99999,0.5,0,1,15744
213,7,0.6249298409644735,0.5,0.75,1,1,4333
213,9,0.24992984096447346,0.5,0.5,0,1,2419
213,10,0.12492984096447346,0.99999,0.9999,1,1,3881
213,11,0.37492984096447346,0.5,0.25,0,1,1371
213,12,0.7499298409644735,0.5,0.9999,1,1,1392
213,18,0.24992984096447346,0.5,0.9999,1,1,1739
213,19,0.12492984096447346,0.5,0.75,1,1,5386
213,23,0.24992984096447346,0.5,0.9999,1,0,4635
213,25,0.8749298409644735,0.5,0.75,1,1,1305
213,34,0.49992984096447346,0.5,0.5,0,0,3689
213,35,0.12492984096447346,0.5,0.75,0,0,4134
213,36,0.24992984096447346,0.5,0.5,0,1,1855
213,37,0.6249298409644735,0.99999,0.9999,1,1,1687
213,38,0.12492984096447346,0.5,0.25,0,1,1500
213,39,0.37492984096447346,0.99999,0.9999,1,1,2195
213,40,0.6249298409644735,0.5,0.75,0,0,10083
