RedChoice,Self,Others,Group,SubjectPair,RT,Trial,Other1,Other2,Other3,Other4,Other1rt,Other2rt,Other3rt,Other4rt,Other1confidence,Other2confidence,Other3confidence,Other4confidence,OptimalChoice,OthersConfidenceRed,OthersConfidenceGreen,Subject,RTscaled
1,0.875,3898.5,0,112,2828,84,0,0,0,1,1962,2349,1846,2096,1,1,1,1,1,1,1,212,0.8911987565572179
1,0.75,3898.5,0,112,1604,104,1,1,1,1,1968,1734,1960,2455,1,1,1,1,1,1,1,212,0.9382895351901617
1,0.625,3898.5,0,112,2180,96,1,1,0,1,1727,2030,1845,2478,1,1,1,1,1,1,1,212,0.9161291687746587
0,0.125,3898.5,0,112,1098,78,0,0,0,1,2295,1972,2138,1832,1,1,1,1,1,1,1,212,-0.9494828665022637
0,0.875,3898.5,0,112,10056,14,0,0,0,1,770,404,270,2386,0.5,0.5,0.5,1,1,1,0.5,212,-0.5373403511354853
1,0.5,3898.5,0,112,4359,46,0,0,1,0,2035,2005,615,2445,1,1,0.5,1,1,0.5,1,212,0.8322968104076778
1,0.5,3898.5,0,112,910,60,1,1,0,1,743,447,2159,755,0.5,0.5,1,0.5,1,0.5,1,212,0.964989698892174
0,0.125,3898.5,0,112,11526,64,1,1,1,1,349,647,574,139,0.5,0.5,0.5,0.5,0,0.5,1,212,-0.4697081232286797
0,0.25,3898.5,0,112,1145,16,0,0,1,1,592,280,1783,1910,0.5,0.5,1,1,0,1,0.5,212,-0.947320475541978
1,0.5,3898.5,0,112,1860,88,0,1,0,1,2232,2009,2369,2048,1,1,1,1,1,1,1,212,0.928440483449938
1,0.75,3898.5,0,112,1088,34,1,1,1,1,1687,2007,1688,2030,1,1,1,1,0,1,1,212,0.9581415301040499
0,0.125,3898.5,0,112,3635,22,0,1,1,1,28,2085,1693,2025,0.5,1,1,1,0,1,0.5,212,-0.8327597629651441
1,0.25,3898.5,0,112,6225,65,1,1,1,1,238,515,85,480,0.5,0.5,0.5,0.5,1,0.5,1,212,0.7605064567074544
0,0.375,3898.5,0,112,3431,87,1,0,1,0,404,361,427,59,0.5,0.5,0.5,0.5,1,0.5,0.5,212,-0.8421454598991498
1,0.875,3898.5,0,112,1734,35,1,1,1,1,1950,2329,2066,2213,1,1,1,1,0,1,1,212,0.9332880636033294
0,0.125,3898.5,0,112,2979,85,1,0,1,0,719,481,410,119,0.5,0.5,0.5,0.5,1,0.5,0.5,212,-0.8629412197725349
1,0.5,3898.5,0,112,5368,25,0,1,1,1,359,2452,2228,1939,0.5,1,1,1,1,1,0.5,212,0.7934776963221872
1,0.625,3898.5,0,112,2266,89,1,0,1,0,326,805,274,68,0.5,0.5,0.5,0.5,0,0.5,0.5,212,0.9128205029556773
0,0.5,3898.5,0,112,14294,39,0,0,0,0,2355,1916,1950,1657,1,1,1,1,1,1,1,212,-0.3423570981633479
0,0.125,3898.5,0,112,7953,57,0,1,1,1,1911,83,96,706,1,0.5,0.5,0.5,0,0.5,1,212,-0.6340958445286908
0,0.375,3898.5,0,112,2497,73,0,0,0,0,266,763,155,379,0.5,0.5,0.5,0.5,1,1,0.5,212,-0.8851172291950384
0,0.75,3898.5,0,112,4691,41,0,0,0,0,1908,2052,2135,1853,1,1,1,1,1,1,1,212,-0.7841749788361736
0,0.125,3898.5,0,112,4227,29,1,1,1,1,1932,2239,1740,2174,1,1,1,1,0,1,1,212,-0.8055228385292061
1,0.75,3898.5,0,112,805,69,1,1,1,1,238,128,467,635,0.5,0.5,0.5,0.5,1,0.5,1,212,0.9690293490200002
0,0.875,3898.5,0,112,10201,7,0,0,0,0,730,469,335,498,0.5,0.5,0.5,0.5,1,1,0.5,212,-0.5306691449814127
0,0.5,3898.5,0,112,857,11,0,0,1,0,107,20,2275,744,0.5,0.5,1,0.5,0,1,0.5,212,-0.9605708712135154
1,0.375,3898.5,0,112,1187,59,0,1,1,1,2085,140,19,486,1,0.5,0.5,0.5,0,0.5,1,212,0.9543327171263853
1,0.875,3898.5,0,112,584,105,1,1,1,1,123,747,132,822,0.5,0.5,0.5,0.5,1,0.5,1,212,0.977531850717615
1,0.5,3898.5,0,112,494,53,0,1,0,1,1969,288,2265,772,1,0.5,1,0.5,1,0.5,1,212,0.9809944079700372
0,0.75,3898.5,0,112,2094,13,0,1,0,0,299,1693,303,141,0.5,1,0.5,0.5,1,1,0.5,212,-0.9036585814715301
0,0.125,3898.5,0,112,872,15,1,0,0,1,1874,736,252,2111,1,0.5,0.5,1,0,1,0.5,212,-0.9598807464389562
1,0.375,3898.5,0,112,3632,45,0,1,0,0,2385,427,1869,1663,1,0.5,1,1,0,0.5,1,212,0.8602665784355783
1,0.5,3898.5,0,112,971,95,1,1,0,1,6,28,190,36,0.5,0.5,0.5,0.5,1,0.5,0.5,212,0.962642854532199
1,0.875,3898.5,0,112,345,63,1,1,1,0,652,370,823,1851,0.5,0.5,0.5,1,1,0.5,1,212,0.9867268638657143
0,0.875,3898.5,0,112,15649,77,0,0,0,0,117,162,519,795,0.5,0.5,0.5,0.5,0,1,0.5,212,-0.2800158268614966
1,0.625,3898.5,0,112,873,61,1,1,1,0,303,553,590,1984,0.5,0.5,0.5,1,1,0.5,1,212,0.9664131946515031
0,0.875,3898.5,0,112,6849,21,0,1,0,1,7,2318,601,2464,0.5,1,0.5,1,1,1,0.5,212,-0.684889027936251
1,0.25,3898.5,0,112,3277,51,1,0,1,0,673,2015,406,2495,0.5,1,0.5,1,1,0.5,1,212,0.8739244431534663
0,0.25,3898.5,0,112,1053,9,1,0,0,0,2089,180,74,570,1,0.5,0.5,0.5,0,1,0.5,212,-0.9515532408259413
0,0.25,3898.5,0,112,3875,23,1,1,0,1,2183,2076,673,2098,1,1,0.5,1,1,1,0.5,212,-0.8217177665721962
1,0.875,3898.5,0,112,1754,49,1,0,0,0,375,2018,2348,2264,0.5,1,1,1,0,0.5,1,212,0.9325186064361244
0,0.625,3898.5,0,112,6853,47,0,0,1,0,1884,1782,105,2064,1,1,0.5,1,0,0.5,1,212,-0.684704994663035
1,0.375,3898.5,0,112,1601,31,1,1,1,1,1982,1913,2353,2072,1,1,1,1,0,1,1,212,0.9384049537652426
0,0.125,3898.5,0,112,21520,43,0,0,1,0,2027,1927,389,2152,1,1,0.5,1,1,0.5,1,212,-0.00990099009900991
1,0.625,3898.5,0,112,637,103,1,1,1,1,61,749,805,818,0.5,0.5,0.5,0.5,1,0.5,1,212,0.9754927892245218
0,0.375,3898.5,0,112,697,3,0,0,0,0,398,559,322,291,0.5,0.5,0.5,0.5,0,1,0.5,212,-0.9679322021421473
1,0.25,3898.5,0,112,1262,93,1,1,0,1,362,284,184,308,0.5,0.5,0.5,0.5,1,0.5,0.5,212,0.9514472527493667
0,0.5,3898.5,0,112,842,81,1,0,0,0,263,705,176,412,0.5,0.5,0.5,0.5,0,0.5,0.5,212,-0.9612609959880747
0,0.625,3898.5,0,112,770,19,0,1,0,1,159,1969,116,2020,0.5,1,0.5,1,1,1,0.5,212,-0.964573594905959
1,0.75,3898.5,0,112,8726,27,1,1,0,1,2390,2150,765,2110,1,1,0.5,1,0,1,0.5,212,0.6642858379484733
0,0.625,3898.5,0,112,8584,5,0,0,0,0,64,22,403,598,0.5,0.5,0.5,0.5,0,1,0.5,212,-0.6050645956788987
1,0.75,3898.5,0,112,2622,97,0,1,1,1,456,158,766,82,0.5,0.5,0.5,0.5,1,0.5,0.5,212,0.8991241653794289
1,0.75,3898.5,0,112,947,55,0,1,1,0,2368,542,211,1853,1,0.5,0.5,1,1,0.5,1,212,0.9635662031328449
0,0.125,3898.5,0,112,484,71,0,0,0,0,532,107,213,651,0.5,0.5,0.5,0.5,0,1,0.5,212,-0.9777319739408885
1,0.625,3898.5,0,112,414,33,1,1,1,1,2036,2442,1936,1942,1,1,1,1,1,1,1,212,0.9840722366388572
0,0.125,3898.5,0,112,147,1,0,0,0,0,302,525,772,483,0.5,0.5,0.5,0.5,0,1,0.5,212,-0.9932367772093195
1,0.125,3898.5,0,112,6296,99,1,1,1,1,552,315,477,612,0.5,0.5,0.5,0.5,1,0.5,1,212,0.7577748837638767
1,0.75,3898.5,0,112,3497,83,0,1,0,0,772,813,178,705,0.5,0.5,0.5,0.5,1,0.5,0.5,212,0.8654604143142117
1,0.5,3898.5,0,112,555,67,1,1,1,1,377,303,811,465,0.5,0.5,0.5,0.5,1,0.5,1,212,0.9786475636100622
0,0.25,3898.5,0,112,495,79,0,0,1,0,196,755,430,654,0.5,0.5,0.5,0.5,0,0.5,0.5,212,-0.9772258824395451
0,0.375,3898.5,0,112,12303,17,1,0,0,1,1665,189,209,1799,1,0.5,0.5,1,1,1,0.5,212,-0.4339596599065111
0,0.25,3898.5,0,112,1104,37,0,0,0,0,2087,2195,2349,1773,1,1,1,1,1,1,1,212,-0.9492068165924399
0,0.625,3898.5,0,112,1024,75,0,0,0,0,282,122,461,502,0.5,0.5,0.5,0.5,1,1,0.5,212,-0.9528874820567559
1,0.875,3898.5,0,112,832,91,0,0,1,1,749,536,330,494,0.5,0.5,0.5,0.5,0,0.5,0.5,212,0.9679905818442736
1,0.375,3898.5,0,112,663,101,1,1,1,1,159,459,753,723,0.5,0.5,0.5,0.5,0,0.5,1,212,0.9744924949071554
1,0.75,3898.5,0,113,11229,62,1,0,1,1,500,2254,475,672,0.5,1,0.5,0.5,1,0.5,1,213,0.3556380096106284
1,0.75,3898.5,0,113,3133,104,1,1,1,1,1914,2312,1819,1821,1,1,1,1,1,1,1,213,0.8202167498539583
1,0.75,3898.5,0,113,5353,20,0,0,1,1,477,623,2453,1803,0.5,0.5,1,1,1,1,0.5,213,0.6928248522081837
0,0.375,3898.5,0,113,1630,38,0,0,0,0,2438,2420,2278,1908,1,1,1,1,1,1,1,213,-0.897493560331643
0,0.125,3898.5,0,113,15744,50,0,1,0,1,2463,648,2451,381,1,0.5,1,0.5,1,0.5,1,213,-0.00990099009900991
0,0.25,3898.5,0,113,2680,72,0,0,0,0,1761,1876,2130,1961,1,1,1,1,0,1,1,213,-0.8314618047170571
1,0.625,3898.5,0,113,4333,96,1,0,1,1,2181,1717,1763,1980,1,1,1,1,1,1,1,213,0.751356264640026
0,0.25,3898.5,0,113,3781,44,0,0,1,0,1801,2459,458,2174,1,1,0.5,1,0,0.5,1,213,-0.7622227924011913
0,0.25,3898.5,0,113,2419,16,1,0,0,1,1877,103,278,2117,1,0.5,0.5,1,1,1,0.5,213,-0.8478754125412541
1,0.125,3898.5,0,113,3881,64,1,1,1,1,204,62,677,239,0.5,0.5,0.5,0.5,1,0.5,1,213,0.7772937140706073
0,0.375,3898.5,0,113,1371,10,0,0,0,1,551,420,98,2358,0.5,0.5,0.5,1,1,1,0.5,213,-0.9137813933832408
1,0.75,3898.5,0,113,1392,34,1,1,1,1,2047,2459,2116,2276,1,1,1,1,1,1,1,213,0.9201218371518385
0,0.375,3898.5,0,113,1509,80,0,0,1,0,2371,2482,2144,1716,1,1,1,1,1,1,1,213,-0.9051029340738952
1,0.375,3898.5,0,113,2567,24,1,1,1,0,2380,2053,2390,198,1,1,1,0.5,1,1,0.5,213,0.852695945379863
0,0.5,3898.5,0,113,1206,4,0,0,0,0,296,809,500,532,0.5,0.5,0.5,0.5,0,1,0.5,213,-0.9241578121226757
0,0.75,3898.5,0,113,4930,76,0,0,0,0,2258,1676,1824,1743,1,1,1,1,1,1,1,213,-0.6899651855429445
0,0.5,3898.5,0,113,1355,46,1,0,0,0,201,1794,2328,1672,0.5,1,1,1,0,0.5,1,213,-0.9147875915640344
1,0.25,3898.5,0,113,1739,100,1,1,1,1,2458,1828,1713,1689,1,1,1,1,1,1,1,213,0.9002096801774764
1,0.125,3898.5,0,113,5386,92,1,1,0,1,2123,2172,2323,2481,1,1,1,1,1,1,1,213,0.6909311888648004
0,0.875,3898.5,0,113,6029,14,1,0,0,0,1747,782,491,595,1,0.5,0.5,0.5,1,1,0.5,213,-0.620851947999678
1,0.375,3898.5,0,113,2747,94,1,1,1,0,1723,2142,2026,2391,1,1,1,1,1,1,1,213,0.8423668725977733
0,0.75,3898.5,0,113,1150,6,0,0,0,0,23,599,415,501,0.5,0.5,0.5,0.5,1,1,0.5,213,-0.9276795057554535
1,0.25,3898.5,0,113,4635,30,1,1,1,1,1806,2009,2037,2500,1,1,1,1,0,1,1,213,0.7340263758611865
0,0.625,3898.5,0,113,4584,12,1,0,0,0,2451,84,93,756,1,0.5,0.5,0.5,1,1,0.5,213,-0.711724221202608
1,0.875,3898.5,0,113,1305,28,1,0,1,1,1885,337,1893,1722,1,0.5,1,1,1,1,0.5,213,0.9251142223298485
1,0.75,3898.5,0,113,17254,48,0,0,1,0,2240,2036,315,2081,1,1,0.5,1,0,0.5,1,213,0.00990099009900991
0,0.625,3898.5,0,113,2607,40,0,0,0,0,2216,1830,2173,2282,1,1,1,1,1,1,1,213,-0.8360525839169283
1,0.875,3898.5,0,113,9605,84,1,0,0,0,1682,2164,1689,1799,1,1,1,1,1,1,1,213,0.4488291996001501
0,0.375,3898.5,0,113,4012,52,1,1,0,0,241,454,2228,2014,0.5,0.5,1,1,1,0.5,1,213,-0.7476958061659824
0,0.875,3898.5,0,113,14244,42,0,0,0,0,2453,2273,2136,1690,1,1,1,1,1,1,1,213,-0.10423206954841824
0,0.125,3898.5,0,113,1875,36,0,0,0,0,2478,2006,1900,1907,1,1,1,1,1,1,1,213,-0.8820861506882396
0,0.625,3898.5,0,113,6186,82,0,0,1,0,2045,2188,2078,1875,1,1,1,1,1,1,1,213,-0.61097862835064
1,0.25,3898.5,0,113,4742,58,1,1,1,0,104,474,750,1942,0.5,0.5,0.5,1,1,0.5,1,213,0.7278863159296107
0,0.5,3898.5,0,113,3689,18,0,0,1,1,158,249,2145,2470,0.5,0.5,1,1,0,1,0.5,213,-0.7680084319407551
0,0.125,3898.5,0,113,4134,22,1,1,0,1,1995,1913,784,1782,1,1,0.5,1,0,1,0.5,213,-0.7400235450374306
0,0.25,3898.5,0,113,1855,86,0,1,0,1,1684,2174,1938,2008,1,1,1,1,1,1,1,213,-0.8833438984142317
1,0.625,3898.5,0,113,1687,68,1,1,1,1,783,151,627,189,0.5,0.5,0.5,0.5,1,0.5,1,213,0.9031936345367468
0,0.125,3898.5,0,113,1500,78,0,0,0,1,2218,2142,1842,2397,1,1,1,1,1,1,1,213,-0.9056689205505917
1,0.375,3898.5,0,113,2195,66,1,1,1,1,187,757,48,43,0.5,0.5,0.5,0.5,1,0.5,1,213,0.8740426957961822
0,0.625,3898.5,0,113,10083,26,1,0,1,1,1981,251,2140,2294,1,0.5,1,1,0,1,0.5,213,-0.36590648394107705
1,0.5,3898.5,0,113,4417,102,1,1,1,1,2336,1806,1967,2001,1,1,1,1,1,1,1,213,0.7465360306750508
1,0.5,3898.5,0,113,4018,88,1,0,0,1,1966,1955,2279,1911,1,1,1,1,1,1,1,213,0.7694321420086834
1,0.875,3898.5,0,113,2292,98,1,1,0,1,1806,2499,1927,1797,1,1,1,1,1,1,1,213,0.8684764732413894
0,0.125,3898.5,0,113,1063,8,0,0,1,0,324,295,1957,606,0.5,0.5,1,0.5,1,1,0.5,213,-0.9331507083635193
1,0.5,3898.5,0,113,3436,32,1,1,1,1,1704,1993,2073,2267,1,1,1,1,1,1,1,213,0.8028294773374405
1,0.5,3898.5,0,113,1138,60,0,1,1,1,1786,800,0,371,1,0.5,0.5,0.5,1,0.5,1,213,0.9346973065221209
0,0.5,3898.5,0,113,1770,74,0,0,0,0,1700,2270,1768,2382,1,1,1,1,0,1,1,213,-0.8886893262496981
1,0.875,3898.5,0,113,869,56,0,1,1,0,1715,281,612,2087,1,0.5,0.5,1,0,0.5,1,213,0.9501335319575772
0,0.25,3898.5,0,113,3574,2,0,0,0,0,51,560,104,559,0.5,0.5,0.5,0.5,1,1,0.5,213,-0.7752404813652097
1,0.875,3898.5,0,113,822,70,1,1,1,1,88,333,242,328,0.5,0.5,0.5,0.5,1,0.5,1,213,0.9528305676284563
1,0.75,3898.5,0,113,1762,90,1,0,1,0,1993,2005,2051,2238,1,1,1,1,0,1,1,213,0.8988898542108761
1,0.625,3898.5,0,113,5951,54,0,1,0,1,2232,262,2107,627,1,0.5,1,0.5,0,0.5,1,213,0.658509377076574
1,0.125,3898.5,0,113,6276,99,1,1,1,1,700,469,439,313,0.5,0.5,0.5,0.5,1,0.5,1,213,0.6398596623311339
0,0.25,3898.5,0,113,10261,51,0,1,0,1,1757,583,2115,820,1,0.5,1,0.5,0,0.5,1,213,-0.35471252917974727
0,0.375,3898.5,0,113,12156,17,0,1,1,0,641,2499,1972,215,0.5,1,1,0.5,1,1,0.5,213,-0.23554093214199467
1,0.5,3898.5,0,113,7764,53,1,1,0,0,149,724,1828,1901,0.5,0.5,1,1,1,0.5,1,213,0.5544726606658581
1,0.75,3898.5,0,113,1299,69,1,1,1,1,323,558,704,611,0.5,0.5,0.5,0.5,1,0.5,1,213,0.9254585247559182
0,0.5,3898.5,0,113,2132,11,0,0,0,1,257,509,287,2410,0.5,0.5,0.5,1,1,1,0.5,213,-0.865924092409241
1,0.625,3898.5,0,113,1451,103,1,1,1,1,684,155,196,655,0.5,0.5,0.5,0.5,1,0.5,1,213,0.9167361966288201
1,0.25,3898.5,0,113,4193,65,1,1,1,1,685,322,527,105,0.5,0.5,0.5,0.5,1,0.5,1,213,0.7593899879149848
0,0.5,3898.5,0,113,7747,39,0,0,0,0,1988,2414,1867,1857,1,1,1,1,1,1,1,213,-0.5128114183369556
1,0.375,3898.5,0,113,2009,59,1,1,0,1,820,591,2470,772,0.5,0.5,1,0.5,1,0.5,1,213,0.8847160710043416
1,0.125,3898.5,0,113,7369,29,1,1,1,1,2252,1715,2188,2261,1,1,1,1,1,1,1,213,0.5771392370487773
0,0.5,3898.5,0,113,4070,81,0,0,0,1,65,157,790,175,0.5,0.5,0.5,0.5,0,0.5,0.5,213,-0.7440483377606053
0,0.75,3898.5,0,113,3437,41,0,0,0,0,2269,2482,2130,1995,1,1,1,1,1,1,1,213,-0.7838560532882557
0,0.375,3898.5,0,113,699,3,0,0,0,0,193,529,143,272,0.5,0.5,0.5,0.5,1,1,0.5,213,-0.9560417169765757
0,0.375,3898.5,0,113,1572,45,0,1,0,0,2401,570,1663,2061,1,0.5,1,1,1,0.5,1,213,-0.9011410287370201
0,0.75,3898.5,0,113,1799,13,0,0,0,1,553,547,130,2020,0.5,0.5,0.5,1,0,1,0.5,213,-0.8868655920470095
1,0.625,3898.5,0,113,14497,19,0,1,1,0,149,2000,2291,99,0.5,1,1,0.5,1,1,0.5,213,0.16810795487801933
0,0.625,3898.5,0,113,3284,47,0,0,0,1,1718,2102,2398,794,1,1,1,0.5,1,0.5,1,213,-0.7934778233920954
0,0.125,3898.5,0,113,824,71,0,0,0,0,670,729,326,599,0.5,0.5,0.5,0.5,0,1,0.5,213,-0.948180793689125
1,0.5,3898.5,0,113,532,67,1,1,1,1,458,772,537,324,0.5,0.5,0.5,0.5,1,0.5,1,213,0.9694718515551566
0,0.625,3898.5,0,113,1027,5,0,0,0,0,107,158,437,218,0.5,0.5,0.5,0.5,1,1,0.5,213,-0.9354146542703051
0,0.125,3898.5,0,113,2093,85,1,0,0,1,517,597,771,245,0.5,0.5,0.5,0.5,1,0.5,0.5,213,-0.8683767004749255
0,0.125,3898.5,0,113,1924,43,0,0,0,1,2182,2338,2164,219,1,1,1,0.5,1,0.5,1,213,-0.8790046687595588
1,0.625,3898.5,0,113,2121,89,1,1,0,0,472,67,229,312,0.5,0.5,0.5,0.5,0,0.5,0.5,213,0.8782890923843747
0,0.875,3898.5,0,113,1950,77,0,0,0,0,680,524,770,319,0.5,0.5,0.5,0.5,1,1,0.5,213,-0.8773695967157691
1,0.375,3898.5,0,113,4561,31,1,1,1,1,2192,2300,2489,1926,1,1,1,1,1,1,1,213,0.73827277244937894
1,0.875,3898.5,0,113,1002,105,1,1,1,1,555,313,154,213,0.5,0.5,0.5,0.5,1,0.5,1,213,0.9425014948463666
0,0.25,3898.5,0,113,1615,79,0,1,0,0,263,618,238,445,0.5,0.5,0.5,0.5,0,0.5,0.5,213,-0.898436871126137
0,0.375,3898.5,0,113,1404,87,1,0,1,0,668,817,142,129,0.5,0.5,0.5,0.5,1,0.5,0.5,213,-0.9117061096353538
0,0.625,3898.5,0,113,939,75,0,0,0,0,222,812,54,374,0.5,0.5,0.5,0.5,0,1,0.5,213,-0.9409487442646703
1,0.625,3898.5,0,113,2138,61,1,1,0,1,418,223,2499,458,0.5,0.5,1,0.5,1,0.5,1,213,0.877313568843844
1,0.5,3898.5,0,113,3342,25,1,1,0,1,2313,1889,318,2348,1,1,0.5,1,1,1,0.5,213,0.8082235486791984
1,0.75,3898.5,0,113,1034,27,1,1,1,0,2056,2439,1723,695,1,1,1,0.5,1,1,0.5,213,0.9406652152406618
0,0.25,3898.5,0,113,5162,23,0,1,1,1,356,1837,1727,1941,0.5,1,1,1,0,1,0.5,213,-0.6753753119214361
0,0.125,3898.5,0,113,1537,1,0,0,0,0,753,495,680,11,0.5,0.5,0.5,0.5,1,1,0.5,213,-0.9033420872575062
1,0.875,3898.5,0,113,1544,49,0,0,0,1,1819,1974,2363,736,1,1,1,0.5,1,0.5,1,213,0.9113995090247404
0,0.375,3898.5,0,113,1857,73,0,0,0,0,151,116,662,395,0.5,0.5,0.5,0.5,1,1,0.5,213,-0.8832181236416324
0,0.75,3898.5,0,113,2769,83,1,0,0,0,484,641,554,178,0.5,0.5,0.5,0.5,1,0.5,0.5,213,-0.8258648273363922
1,0.5,3898.5,0,113,1138,95,1,1,0,1,17,112,349,13,0.5,0.5,0.5,0.5,0,0.5,0.5,213,0.9346973065221209
0,0.25,3898.5,0,113,661,9,0,0,0,1,447,367,150,2477,0.5,0.5,0.5,1,1,1,0.5,213,-0.9584314376559607
1,0.875,3898.5,0,113,6506,21,0,1,0,1,486,1754,270,1864,0.5,1,0.5,1,1,1,0.5,213,0.6266614026651303
1,0.875,3898.5,0,113,2257,35,1,1,1,1,2036,1915,2247,2071,1,1,1,1,1,1,1,213,0.870484904060129
1,0.375,3898.5,0,113,1609,101,1,1,1,1,255,275,582,41,0.5,0.5,0.5,0.5,1,0.5,1,213,0.9076695660756524
0,0.25,3898.5,0,113,1138,37,0,0,0,0,2299,2077,2239,2344,1,1,1,1,1,1,1,213,-0.9284341543910488
1,0.75,3898.5,0,113,1094,97,0,1,1,1,421,415,525,134,0.5,0.5,0.5,0.5,1,0.5,0.5,213,0.937222190979965
1,0.625,3898.5,0,113,1016,33,1,1,1,1,2113,1844,1803,1709,1,1,1,1,1,1,1,213,0.9416981225188708
1,0.875,3898.5,0,113,1860,91,1,0,0,1,684,301,163,567,0.5,0.5,0.5,0.5,0,0.5,0.5,213,0.893266247918405
0,0.875,3898.5,0,113,396,7,0,0,0,0,403,125,96,694,0.5,0.5,0.5,0.5,0,1,0.5,213,-0.9750965950253562
1,0.875,3898.5,0,113,630,63,1,0,1,1,133,1866,362,421,0.5,1,0.5,0.5,0,0.5,1,213,0.9638482452626855
1,0.125,3898.5,0,113,1706,57,1,0,1,1,155,1894,568,735,0.5,1,0.5,0.5,1,0.5,1,213,0.9021033435208596
0,0.125,3898.5,0,113,1179,15,1,0,0,1,1717,213,732,1998,1,0.5,0.5,1,0,1,0.5,213,-0.925855771552765
1,0.75,3898.5,0,113,787,55,1,0,0,1,815,1958,2334,210,0.5,1,1,0.5,1,0.5,1,213,0.9548389984471961
1,0.25,3898.5,0,113,3385,93,1,0,1,1,80,17,14,647,0.5,0.5,0.5,0.5,1,0.5,0.5,213,0.8057560479590327
0,0.5,3898.5,0,116,3759,74,0,0,0,0,2467,1895,1963,2043,1,1,1,1,1,1,1,216,-0.8006116908701477
0,0.75,3898.5,0,116,6484,6,0,0,0,0,770,352,778,389,0.5,0.5,0.5,0.5,1,1,0.5,216,-0.6560697535520186
0,0.5,3898.5,0,116,6991,46,0,0,1,0,1728,1789,228,1972,1,1,0.5,1,1,0.5,1,216,-0.62917699677393
1,0.375,3898.5,0,116,9667,52,0,0,1,1,1857,2387,381,152,1,1,0.5,0.5,0,0.5,1,216,0.39483515878143205
0,0.375,3898.5,0,116,1685,38,0,0,0,0,2292,2055,2056,2094,1,1,1,1,1,1,1,216,-0.9106226919702578
1,0.5,3898.5,0,116,15816,88,1,0,1,0,1979,1979,1786,1961,1,1,1,1,1,1,1,216,0.00990099009900991
1,0.5,3898.5,0,116,2859,32,1,1,1,1,1909,2361,1651,2176,1,1,1,1,1,1,1,216,0.8210234528763953
1,0.75,3898.5,0,116,2589,104,1,1,1,1,1909,1958,2068,1800,1,1,1,1,0,1,1,216,0.8379257500863895
1,0.875,3898.5,0,116,6806,28,1,1,1,0,2336,1980,2283,487,1,1,1,0.5,0,1,0.5,216,0.5739369081065921
0,0.75,3898.5,0,116,4067,20,0,1,0,1,202,2108,216,1788,0.5,1,0.5,1,0,1,0.5,216,-0.7842744737347409
0,0.125,3898.5,0,116,1054,8,0,1,0,0,659,2474,62,549,0.5,1,0.5,0.5,1,1,0.5,216,-0.944092769932731
0,0.5,3898.5,0,116,2332,4,0,0,0,0,531,522,70,334,0.5,0.5,0.5,0.5,1,1,0.5,216,-0.8763039274033478
1,0.875,3898.5,0,116,1792,70,1,1,1,1,664,547,670,536,0.5,0.5,0.5,0.5,1,0.5,1,216,0.8878188274062611
1,0.875,3898.5,0,116,6005,84,0,0,1,0,1996,1848,1698,1919,1,1,1,1,1,1,1,216,0.6240803898295748
0,0.625,3898.5,0,116,5249,12,1,0,0,0,2094,233,533,694,1,0.5,0.5,0.5,1,1,0.5,216,-0.7215777508319781
0,0.25,3898.5,0,116,1909,72,0,0,0,0,2257,1977,2287,2282,1,1,1,1,1,1,1,216,-0.8987410795081436
0,0.25,3898.5,0,116,3121,44,0,0,1,0,2146,2499,758,2166,1,1,0.5,1,1,0.5,1,216,-0.834453069222062
1,0.75,3898.5,0,116,3990,48,1,0,0,0,103,2294,1896,2130,0.5,1,1,1,1,0.5,1,216,0.7502216078967532
0,0.875,3898.5,0,116,16254,14,0,1,0,0,687,2135,309,48,0.5,1,0.5,0.5,0,1,0.5,216,-0.13784049571784562
1,0.875,3898.5,0,116,2311,98,0,1,1,1,2039,2180,1955,1733,1,1,1,1,0,1,1,216,0.8553288561026058
1,0.625,3898.5,0,116,2698,26,1,1,1,0,1665,2170,2322,809,1,1,1,0.5,1,1,0.5,216,0.8311022301016142
1,0.875,3898.5,0,116,6893,56,1,1,0,0,236,364,1682,2494,0.5,0.5,1,1,1,0.5,1,216,0.5684906123389273
1,0.625,3898.5,0,116,3669,54,1,0,1,0,255,1956,563,2344,0.5,1,0.5,1,1,0.5,1,216,0.7703165612464129
1,0.75,3898.5,0,116,1401,34,1,1,1,1,2235,2171,1780,1916,1,1,1,1,1,1,1,216,0.9122958578103637
0,0.25,3898.5,0,116,3308,16,0,0,1,1,620,314,2253,1929,0.5,0.5,1,1,0,1,0.5,216,-0.8245340445327078
1,0.5,3898.5,0,116,9074,102,1,1,1,1,1774,1877,1702,1786,1,1,1,1,1,1,1,216,0.43195761154264134
0,0.125,3898.5,0,116,1799,36,0,0,0,0,2032,2408,1769,1778,1,1,1,1,1,1,1,216,-0.9045757999136461
1,0.125,3898.5,0,116,6934,64,1,1,1,1,772,769,468,564,0.5,0.5,0.5,0.5,0,0.5,1,216,0.5659239672070393
0,0.125,3898.5,0,116,3362,22,0,1,1,1,524,1667,1937,2078,0.5,1,1,1,0,1,0.5,216,-0.8216697272427339
1,0.625,3898.5,0,116,4756,96,1,1,1,0,2156,1892,2092,1715,1,1,1,1,1,1,1,216,0.7022691647009922
0,0.375,3898.5,0,116,1172,10,0,0,0,1,349,448,798,2175,0.5,0.5,0.5,1,1,1,0.5,216,-0.9378337062250102
