RedChoice,Self,Others,Group,SubjectPair,RT,Trial,Other1,Other2,Other3,Other4,Other1rt,Other2rt,Other3rt,Other4rt,Other1confidence,Other2confidence,Other3confidence,Other4confidence,OptimalChoice,OthersConfidenceRed,OthersConfidenceGreen,Subject,RTscaled
1,0.75,3898.5,1,113,1322,55,0,0,1,1,2008,2315,20,31,1,1,0.5,0.5,1,0.5,1,113,0.9563696369636965
1,0.75,3898.5,1,113,869,69,1,1,1,1,817,314,403,75,0.5,0.5,0.5,0.5,1,0.5,1,113,0.9713201320132012
1,0.5,3898.5,1,116,2801,102,1,1,1,1,1677,2163,1717,2089,1,1,1,1,1,1,1,116,0.784634050886645
0,0.125,3898.5,1,116,1675,78,0,0,0,1,1719,2137,1899,2193,1,1,1,1,1,1,1,116,-0.9349870303977358
1,0.625,3898.5,1,116,2692,12,0,1,0,0,115,1713,700,575,0.5,1,0.5,0.5,0,1,0.5,116,0.7930149464430019
0,0.125,3898.5,1,116,2281,36,0,0,0,0,2057,2206,1968,1953,1,1,1,1,1,1,1,116,-0.9114659202013344
0,0.125,3898.5,1,116,3123,50,1,1,0,0,181,434,2048,2097,0.5,0.5,1,1,0,0.5,1,116,-0.8787847736908232
0,0.375,3898.5,1,116,5702,52,0,1,0,1,2225,666,2409,378,1,0.5,1,0.5,0,0.5,1,116,-0.7786842073599339
0,0.125,3898.5,1,116,2836,8,0,0,0,1,177,279,621,1660,0.5,0.5,0.5,1,0,1,0.5,116,-0.8899243093778977
0,0.75,3898.5,1,116,9065,6,0,0,0,0,474,318,222,450,0.5,0.5,0.5,0.5,0,1,0.5,116,-0.6481536898838656
0,0.125,3898.5,1,116,11710,22,0,1,1,1,191,2331,2258,1814,0.5,1,1,1,1,1,0.5,116,-0.545491418482081
1,0.75,3898.5,1,116,2652,90,0,1,1,0,1995,2445,1976,1929,1,1,1,1,0,1,1,116,0.7960905044453348
1,0.75,3898.5,1,116,10727,48,0,0,0,1,2227,2108,1730,811,1,1,1,0.5,1,0.5,1,116,0.17521223272439856
1,0.5,3898.5,1,116,4281,74,0,0,0,0,1848,1816,1850,2463,1,1,1,1,0,1,1,116,0.6708384048003309
1,0.375,3898.5,1,116,5026,66,1,1,1,1,0,647,49,100,0.5,0.5,0.5,0.5,1,0.5,1,116,0.6135561370068823
0,0.375,3898.5,1,116,6024,10,1,0,0,0,1657,432,287,553,1,0.5,0.5,0.5,1,1,0.5,116,-0.7661861917110211
0,0.25,3898.5,1,116,2501,2,0,0,0,0,244,481,560,658,0.5,0.5,0.5,0.5,1,1,0.5,116,-0.9029269032983506
0,0.125,3898.5,1,116,15101,64,1,1,1,1,774,776,785,14,0.5,0.5,0.5,0.5,1,0.5,1,116,-0.413874117036542
1,0.625,3898.5,1,116,6657,54,1,1,0,0,320,311,1763,2187,0.5,0.5,1,1,1,0.5,1,116,0.48815025946176194
1,0.5,3898.5,1,116,3725,32,1,1,1,1,1725,1675,2222,2391,1,1,1,1,1,1,1,116,0.7135886610327571
0,0.25,3898.5,1,116,2378,72,0,0,0,0,1845,1974,2070,1988,1,1,1,1,1,1,1,116,-0.9077009900213825
1,0.625,3898.5,1,116,6135,96,1,1,0,1,1927,2195,1974,2471,1,1,1,1,1,1,1,116,0.5282862913922051
0,0.25,3898.5,1,116,2588,44,0,0,1,0,2157,1756,562,1792,1,1,0.5,1,1,0.5,1,116,-0.8995501102503524
1,0.875,3898.5,1,116,4752,70,1,1,1,1,115,331,151,428,0.5,0.5,0.5,0.5,1,0.5,1,116,0.6346237093228622
0,0.5,3898.5,1,116,10497,18,0,0,1,1,757,645,1954,2071,0.5,0.5,1,1,0,1,0.5,116,-0.592572452588079
1,0.625,3898.5,1,116,2355,68,1,1,1,1,133,17,404,645,0.5,0.5,0.5,0.5,1,0.5,1,116,0.8189265226126556
0,0.25,3898.5,1,116,3555,16,0,1,0,1,624,2244,514,1992,0.5,1,0.5,1,0,1,0.5,116,-0.8620172495904183
1,0.875,3898.5,1,116,12826,14,0,1,0,0,482,1698,402,350,0.5,1,0.5,0.5,1,1,0.5,116,0.013822326551984343
1,0.75,3898.5,1,116,2708,62,1,0,1,1,709,2265,212,329,0.5,1,0.5,0.5,1,0.5,1,116,0.7917847232420687
0,0.125,3898.5,1,116,4041,92,1,1,1,0,2417,1819,2207,1853,1,1,1,1,0,1,1,116,-0.8431537849774629
0,0.625,3898.5,1,116,6874,82,1,0,0,0,2351,1867,1650,2091,1,1,1,1,0,1,1,116,-0.7331945354949467
0,0.25,3898.5,1,116,25509,58,1,1,0,1,13,510,2146,459,0.5,0.5,1,0.5,1,0.5,1,116,-0.00990099009900991
0,0.375,3898.5,1,116,13317,24,1,0,1,1,2471,49,2248,2143,1,0.5,1,1,1,1,0.5,116,-0.4831177813771028
0,0.625,3898.5,1,116,15401,40,0,0,0,0,2342,2317,1932,2197,1,1,1,1,1,1,1,116,-0.40223000307792744
1,0.5,3898.5,1,116,4440,60,1,1,1,0,587,448,480,1820,0.5,0.5,0.5,1,1,0.5,1,116,0.6586130617410579
1,0.75,3898.5,1,116,3284,34,1,1,1,1,1799,1684,1733,2062,1,1,1,1,0,1,1,116,0.7474966880084764
0,0.25,3898.5,1,116,4823,100,1,1,1,1,2486,2010,2475,1949,1,1,1,1,0,1,1,116,-0.8128014612586744
1,0.75,3898.5,1,116,3465,76,0,0,0,0,1800,1901,1902,2253,1,1,1,1,0,1,1,116,0.7335797880479202
0,0.25,3898.5,1,116,5352,86,1,1,0,0,1783,2311,2085,2091,1,1,1,1,0,1,1,116,-0.7922690069783175
1,0.875,3898.5,1,116,5901,84,0,0,0,1,2492,1792,1750,2353,1,1,1,1,1,1,1,116,0.5462783057058522
1,0.75,3898.5,1,116,12877,104,1,1,1,1,2127,2196,1744,2447,1,1,1,1,1,1,1,116,0.00990099009900991
1,0.5,3898.5,1,116,8591,88,0,1,1,0,2230,2284,1788,1956,1,1,1,1,1,1,1,116,0.3394470300489707
1,0.875,3898.5,1,116,3753,42,0,0,0,0,2407,2378,2229,2056,1,1,1,1,0,1,1,116,0.711435770431124
1,0.875,3898.5,1,116,5049,28,1,0,1,1,1650,489,1964,2240,1,0.5,1,1,1,1,0.5,116,0.6117876911555409
1,0.375,3898.5,1,116,6306,94,1,1,1,0,2494,2129,2077,1864,1,1,1,1,1,1,1,116,0.5151382809322325
1,0.875,3898.5,1,116,5072,98,1,1,0,1,1921,2187,1979,2235,1,1,1,1,1,1,1,116,0.6100192453041995
0,0.375,3898.5,1,116,2224,38,0,0,0,0,1939,1995,2482,2194,1,1,1,1,1,1,1,116,-0.9136783018534712
0,0.25,3898.5,1,116,4258,30,1,1,1,1,2100,1830,2190,2314,1,1,1,1,1,1,1,116,-0.8347312092140651
0,0.5,3898.5,1,116,3478,46,1,0,0,0,646,1772,1812,2242,0.5,1,1,1,0,0.5,1,116,-0.8650059055064627
0,0.375,3898.5,1,116,4237,80,0,0,0,1,1770,2020,2321,2095,1,1,1,1,0,1,1,116,-0.835546297191168
0,0.625,3898.5,1,116,6394,26,1,1,1,0,2000,2466,1779,532,1,1,1,0.5,1,1,0.5,116,-0.7518251178287298
0,0.75,3898.5,1,116,1785,20,1,0,0,1,2001,408,762,1692,1,0.5,0.5,1,0,1,0.5,116,-0.9307175219462438
1,0.875,3898.5,1,116,2187,56,0,0,1,1,1917,1680,746,240,1,1,0.5,0.5,0,0.5,1,116,0.8318438662224534
0,0.5,3898.5,1,116,5175,4,0,0,0,0,423,232,258,700,0.5,0.5,0.5,0.5,0,1,0.5,116,-0.7991390342139
0,0.375,3898.5,1,116,5744,17,0,0,1,1,478,626,1851,2007,0.5,0.5,1,1,0,1,0.5,116,-0.7770540314057279
0,0.125,3898.5,1,116,4299,85,1,0,0,1,384,777,62,740,0.5,0.5,0.5,0.5,0,0.5,0.5,116,-0.8331398469730543
1,0.875,3898.5,1,116,2743,49,0,0,0,1,2116,2272,1837,378,1,1,1,0.5,1,0.5,1,116,0.7890936099900276
1,0.25,3898.5,1,116,2140,51,1,0,0,1,626,1821,2046,530,0.5,1,1,0.5,0,0.5,1,116,0.8354576468751946
1,0.625,3898.5,1,116,2923,89,0,1,1,0,465,378,261,580,0.5,0.5,0.5,0.5,0,0.5,0.5,116,0.7752535989795297
1,0.625,3898.5,1,116,2248,103,1,1,1,1,326,691,447,554,0.5,0.5,0.5,0.5,1,0.5,1,116,0.8271536402688962
0,0.375,3898.5,1,116,3540,31,1,1,1,1,1664,1969,2254,1940,1,1,1,1,0,1,1,116,-0.862599455288349
1,0.25,3898.5,1,116,3848,65,1,1,1,1,687,440,196,145,0.5,0.5,0.5,0.5,1,0.5,1,116,0.7041313201755837
0,0.5,3898.5,1,116,2661,11,0,0,0,1,132,645,669,1954,0.5,0.5,0.5,1,1,1,0.5,116,-0.8967167091870895
1,0.75,3898.5,1,116,3410,41,0,0,0,0,2242,2111,2389,2301,1,1,1,1,0,1,1,116,0.7378086803011279
1,0.875,3898.5,1,116,1772,91,0,1,1,0,742,132,117,756,0.5,0.5,0.5,0.5,0,0.5,0.5,116,0.8637527804966565
1,0.75,3898.5,1,116,1004,97,0,1,1,1,305,705,4,146,0.5,0.5,0.5,0.5,1,0.5,0.5,116,0.9228034941414465
1,0.875,3898.5,1,116,2413,35,1,1,1,1,2095,1862,1714,1873,1,1,1,1,1,1,1,116,0.8144669635092732
1,0.75,3898.5,1,116,5061,83,0,0,1,0,447,744,314,468,0.5,0.5,0.5,0.5,0,0.5,0.5,116,0.6108650237548412
0,0.5,3898.5,1,116,1872,81,0,0,0,1,22,81,59,204,0.5,0.5,0.5,0.5,1,0.5,0.5,116,-0.9273407288982456
0,0.625,3898.5,1,116,12713,75,0,0,0,0,561,619,711,747,0.5,0.5,0.5,0.5,1,1,0.5,116,-0.5065612641471133
1,0.5,3898.5,1,116,5182,25,1,0,1,1,1804,733,1651,2354,1,0.5,1,1,1,1,0.5,116,0.6015614607977844
0,0.125,3898.5,1,116,2106,43,0,0,1,0,2342,1920,445,1802,1,1,0.5,1,0,0.5,1,116,-0.9182583200105263
0,0.875,3898.5,1,116,16307,7,0,0,0,0,326,366,474,473,0.5,0.5,0.5,0.5,1,1,0.5,116,-0.36706477892291167
1,0.875,3898.5,1,116,2373,105,1,1,1,1,5,682,412,790,0.5,0.5,0.5,0.5,1,0.5,1,116,0.8175425215116059
0,0.125,3898.5,1,116,4464,29,1,1,1,1,2340,2058,2329,2164,1,1,1,1,0,1,1,116,-0.8267355842958164
0,0.875,3898.5,1,116,2935,77,0,0,0,0,160,820,570,729,0.5,0.5,0.5,0.5,0,1,0.5,116,-0.8860817517715549
1,0.125,3898.5,1,116,7730,99,1,1,1,1,718,616,470,108,0.5,0.5,0.5,0.5,0,0.5,1,116,0.4056484160491842
0,0.25,3898.5,1,116,4278,93,0,1,1,1,122,421,591,579,0.5,0.5,0.5,0.5,0,0.5,0.5,116,-0.8339549349501574
1,0.75,3898.5,1,116,3480,27,1,1,1,0,1864,1691,2489,725,1,1,1,0.5,0,1,0.5,116,0.7324264537970455
1,0.625,3898.5,1,116,5969,47,0,1,0,0,1948,698,1967,2214,1,0.5,1,1,0,0.5,1,116,0.5410498571018865
0,0.25,3898.5,1,116,2552,79,1,0,0,0,624,780,211,824,0.5,0.5,0.5,0.5,1,0.5,0.5,116,-0.9009474039253861
1,0.375,3898.5,1,116,4894,45,1,0,0,0,494,2411,1651,2429,0.5,1,1,1,0,0.5,1,116,0.6237054784145806
0,0.625,3898.5,1,116,2098,5,0,0,0,0,629,298,439,700,0.5,0.5,0.5,0.5,1,1,0.5,116,-0.9185688297160893
1,0.75,3898.5,1,116,3688,55,0,1,1,0,2457,585,522,1943,1,0.5,0.5,1,1,0.5,1,116,0.7164335521849148
0,0.125,3898.5,1,116,2127,71,0,0,0,0,770,103,548,265,0.5,0.5,0.5,0.5,1,1,0.5,116,-0.9174432320334233
1,0.125,3898.5,1,116,5592,57,1,1,0,1,540,582,1696,404,0.5,0.5,1,0.5,1,0.5,1,116,0.5700369912738732
1,0.75,3898.5,1,116,2288,69,1,1,1,1,135,757,501,523,0.5,0.5,0.5,0.5,0,0.5,1,116,0.8240780822665632
1,0.375,3898.5,1,116,2848,101,1,1,1,1,573,578,618,311,0.5,0.5,0.5,0.5,1,0.5,1,116,0.781020270233904
1,0.75,3898.5,1,116,5345,13,1,0,0,0,2199,321,660,485,1,0.5,0.5,0.5,1,1,0.5,116,0.5890285619382782
1,0.5,3898.5,1,116,2502,67,1,1,1,1,355,266,344,76,0.5,0.5,0.5,0.5,1,0.5,1,116,0.8076238469540828
1,0.875,3898.5,1,116,1536,63,1,0,1,1,327,2219,724,214,0.5,1,0.5,0.5,1,0.5,1,116,0.88189857271042
1,0.5,3898.5,1,116,5364,53,0,1,1,0,2062,754,629,1865,1,0.5,0.5,1,0,0.5,1,116,0.5875676718871701
0,0.375,3898.5,1,116,5762,87,1,0,0,1,222,463,161,741,0.5,0.5,0.5,0.5,0,0.5,0.5,116,-0.776355384568211
1,0.875,3898.5,1,116,2600,21,0,1,0,1,625,2395,688,2160,0.5,1,0.5,1,1,1,0.5,116,0.8000887298483672
0,0.25,3898.5,1,116,3458,23,1,1,0,1,2439,2016,731,2022,1,1,0.5,1,0,1,0.5,116,-0.8657821797703703
0,0.5,3898.5,1,116,2565,39,0,0,0,0,1725,2219,1931,2232,1,1,1,1,1,1,1,116,-0.9004428256538461
0,0.125,3898.5,1,116,1971,15,0,1,1,0,140,2004,1761,147,0.5,1,1,0.5,1,1,0.5,116,-0.9234981712919028
0,0.25,3898.5,1,116,2247,37,0,0,0,0,1937,2261,2184,2377,1,1,1,1,1,1,1,116,-0.9127855864499774
0,0.125,3898.5,1,116,1864,1,0,0,0,0,629,12,115,364,0.5,0.5,0.5,0.5,1,1,0.5,116,-0.9276512386038086
0,0.25,3898.5,1,116,2033,9,1,0,0,0,1686,129,353,129,1,0.5,0.5,0.5,1,1,0.5,116,-0.9210917210737891
1,0.5,3898.5,1,116,2792,95,1,1,1,0,117,619,715,768,0.5,0.5,0.5,0.5,0,0.5,0.5,116,0.7853260514371698
1,0.625,3898.5,1,116,5063,19,1,1,0,0,2380,2353,135,487,1,1,0.5,0.5,1,1,0.5,116,0.6107112458547244
1,0.375,3898.5,1,116,3175,59,1,1,0,1,30,531,1861,273,0.5,0.5,1,0.5,1,0.5,1,116,0.7558775835648333
0,0.375,3898.5,1,116,2453,3,0,0,0,0,53,13,236,204,0.5,0.5,0.5,0.5,1,1,0.5,116,-0.9047899615317289
1,0.625,3898.5,1,116,4344,33,1,1,1,1,1670,2124,2029,1740,1,1,1,1,1,1,1,116,0.6659944009466567
1,0.625,3898.5,1,116,2877,61,1,0,1,1,632,2350,477,23,0.5,1,0.5,0.5,0,0.5,1,116,0.7787904906822125
0,0.375,3898.5,1,116,1384,73,0,0,0,0,324,555,245,709,0.5,0.5,0.5,0.5,1,1,0.5,116,-0.9462818209375918
0,0.125,3898.5,1,121,1095,78,0,0,0,1,2035,1756,1681,2113,1,1,1,1,1,1,1,121,-0.9072258757623153
1,0.75,3898.5,1,121,2414,76,0,0,0,0,1966,1999,2270,2076,1,1,1,1,0,1,1,121,0.8301038520115873
1,0.875,3898.5,1,121,1079,28,1,0,1,1,1908,163,2265,1901,1,0.5,1,1,1,1,0.5,121,0.9240605038610201
0,0.625,3898.5,1,121,2194,12,0,1,0,0,790,2118,380,783,0.5,1,0.5,0.5,1,1,0.5,121,-0.8141128506141732
1,0.75,3898.5,1,121,1544,48,0,0,1,0,1743,1912,138,2354,1,1,0.5,1,0,0.5,1,121,0.8913340296213299
0,0.375,3898.5,1,121,1506,10,0,0,0,1,273,744,759,1780,0.5,0.5,0.5,1,1,1,0.5,121,-0.8724038072128281
1,0.875,3898.5,1,121,2174,56,1,0,0,1,3,2146,2145,445,0.5,1,1,0.5,1,0.5,1,121,0.8469949354901369
0,0.25,3898.5,1,121,3273,16,0,1,0,1,641,2423,33,2183,0.5,1,0.5,1,1,1,0.5,121,-0.7226943300183176
1,0.125,3898.5,1,121,14068,64,1,1,1,1,587,189,325,326,0.5,0.5,0.5,0.5,1,0.5,1,121,0.00990099009900991
0,0.125,3898.5,1,121,847,36,0,0,0,0,2041,2327,2386,1857,1,1,1,1,1,1,1,121,-0.9282377322106676
0,0.125,3898.5,1,121,1888,22,1,1,0,1,2212,2392,328,2173,1,1,0.5,1,0,1,0.5,121,-0.8400387702641563
1,0.875,3898.5,1,121,1528,84,0,0,0,1,2462,1667,2119,2493,1,1,1,1,0,1,1,121,0.8924601018532334
0,0.375,3898.5,1,121,930,80,0,0,0,1,2227,1771,1757,1757,1,1,1,1,0,1,1,121,-0.9212055383186787
0,0.125,3898.5,1,121,5823,50,0,1,0,1,1838,144,2388,40,1,0.5,1,0.5,1,0.5,1,121,-0.5066449996017914
1,0.5,3898.5,1,121,1094,32,1,1,1,1,2287,2245,1798,2476,1,1,1,1,1,1,1,121,0.9230048111436107
0,0.5,3898.5,1,121,4990,18,1,1,0,0,2118,2102,649,295,1,1,0.5,0.5,0,1,0.5,121,-0.5772211142045234
0,0.375,3898.5,1,121,3991,24,1,0,1,1,1782,662,1978,2079,1,0.5,1,1,0,1,0.5,121,-0.661861616591233
1,0.625,3898.5,1,121,1769,96,1,1,0,1,2194,2259,2181,2438,1,1,1,1,1,1,1,121,0.8754986388601897
0,0.25,3898.5,1,121,963,44,0,0,1,0,2346,2369,552,1693,1,1,0.5,1,1,0.5,1,121,-0.918409605807406
1,0.5,3898.5,1,121,925,60,1,1,0,1,820,82,1806,622,0.5,0.5,1,0.5,1,0.5,1,121,0.9348989490930895
0,0.25,3898.5,1,121,997,2,0,0,0,0,532,68,155,803,0.5,0.5,0.5,0.5,1,1,0.5,121,-0.915528948068519
1,0.75,3898.5,1,121,639,104,1,1,1,1,2300,2054,1985,2093,1,1,1,1,1,1,1,121,0.9550274902383613
0,0.5,3898.5,1,121,1466,88,1,0,0,1,1801,1667,2387,2403,1,1,1,1,0,1,1,121,-0.875792816317401
1,0.625,3898.5,1,121,385,26,0,1,1,1,645,2058,1656,2172,0.5,1,1,1,1,1,0.5,121,0.9729038869198265
1,0.875,3898.5,1,121,792,98,1,1,1,0,2175,1657,1798,2136,1,1,1,1,0,1,1,121,0.9442594245207858
1,0.625,3898.5,1,121,1529,82,1,0,0,0,1658,2253,2163,2402,1,1,1,1,0,1,1,121,0.8923897223387394
1,0.5,3898.5,1,121,882,102,1,1,1,1,2468,1966,2209,2101,1,1,1,1,1,1,1,121,0.9379252682163297
0,0.125,3898.5,1,121,1202,92,1,1,0,1,2479,1792,2275,2378,1,1,1,1,0,1,1,121,-0.8981602764075826
1,0.25,3898.5,1,121,2383,58,1,0,1,1,817,2288,367,164,0.5,1,0.5,0.5,1,0.5,1,121,0.8322856169608999
1,0.75,3898.5,1,121,725,34,1,1,1,1,2145,1664,1995,2437,1,1,1,1,0,1,1,121,0.948974851991881
1,0.625,3898.5,1,121,904,54,1,1,0,0,103,630,1850,2412,0.5,0.5,1,1,0,0.5,1,121,0.9363769188974627
1,0.875,3898.5,1,121,7548,42,0,0,0,0,2401,2386,2294,2440,1,1,1,1,0,1,1,121,0.46877542459961097
1,0.375,3898.5,1,121,2119,52,0,1,1,0,2031,498,148,1715,1,0.5,0.5,1,1,0.5,1,121,0.8508658087873047
0,0.125,3898.5,1,121,1361,8,0,0,0,1,278,441,113,2308,0.5,0.5,0.5,1,0,1,0.5,121,-0.8846889652169051
1,0.875,3898.5,1,121,985,70,1,1,1,1,17,437,235,299,0.5,0.5,0.5,0.5,1,0.5,1,121,0.93067617822345206
0,0.5,3898.5,1,121,916,46,1,0,0,0,410,2182,2343,1819,0.5,1,1,1,0,0.5,1,121,-0.9223916915052792
1,0.625,3898.5,1,121,848,68,1,1,1,1,542,792,217,488,0.5,0.5,0.5,0.5,1,0.5,1,121,0.9403181717091242
0,0.25,3898.5,1,121,3984,30,1,1,1,1,1788,2380,1733,1946,1,1,1,1,0,1,1,121,-0.6624546931845332
0,0.25,3898.5,1,121,2539,86,1,1,0,0,1977,2139,2083,1692,1,1,1,1,1,1,1,121,-0.7848826470872314
1,0.875,3898.5,1,121,3149,14,0,0,1,0,596,564,2188,292,0.5,0.5,1,0.5,0,1,0.5,121,0.7783749088585288
0,0.5,3898.5,1,121,694,4,0,0,0,0,193,64,777,324,0.5,0.5,0.5,0.5,1,1,0.5,121,-0.9412006920356591
0,0.375,3898.5,1,121,758,38,0,0,0,0,1750,2461,2343,1798,1,1,1,1,0,1,1,121,-0.9357782774683424
1,0.375,3898.5,1,121,792,66,1,1,1,1,27,580,576,464,0.5,0.5,0.5,0.5,0,0.5,1,121,0.9442594245207858
0,0.625,3898.5,1,121,1493,40,0,0,0,0,2279,2043,1799,2354,1,1,1,1,1,1,1,121,-0.8735052351718143
0,0.75,3898.5,1,121,11686,6,0,0,0,0,626,138,398,6,0.5,0.5,0.5,0.5,1,1,0.5,121,-0.00990099009900991
0,0.5,3898.5,1,121,2024,74,0,0,0,0,2416,2002,2114,1919,1,1,1,1,0,1,1,121,-0.8285161393086082
1,0.75,3898.5,1,121,590,62,0,1,1,1,1666,428,213,748,1,0.5,0.5,0.5,1,0.5,1,121,0.9584760864485653
0,0.25,3898.5,1,121,752,72,0,0,0,0,2400,2018,2107,2170,1,1,1,1,1,1,1,121,-0.9362866288340284
0,0.375,3898.5,1,121,1627,94,1,1,1,0,2114,1792,2205,2214,1,1,1,1,0,1,1,121,-0.8621520546714949
1,0.75,3898.5,1,121,823,20,1,0,1,0,1693,15,2184,604,1,0.5,1,0.5,0,1,0.5,121,0.9420776595714733
1,0.75,3898.5,1,121,1002,90,1,0,0,1,2162,1785,2143,2083,1,1,1,1,1,1,1,121,0.9294797264770549
1,0.25,3898.5,1,121,1484,100,1,1,1,1,1898,1959,1762,1925,1,1,1,1,1,1,1,121,0.8955568004909675
1,0.875,3898.5,1,121,705,105,1,1,1,1,95,483,691,535,0.5,0.5,0.5,0.5,1,0.5,1,121,0.9503824422817602
0,0.375,3898.5,1,121,762,45,1,0,0,0,695,1935,2350,2189,0.5,1,1,1,1,0.5,1,121,-0.9354393765578851
0,0.5,3898.5,1,121,638,39,0,0,0,0,2036,2303,2361,1834,1,1,1,1,1,1,1,121,-0.9459453047820613
1,0.625,3898.5,1,121,731,103,1,1,1,1,111,656,436,118,0.5,0.5,0.5,0.5,1,0.5,1,121,0.9485525749049173
0,0.125,3898.5,1,121,1006,99,1,1,1,1,103,378,644,727,0.5,0.5,0.5,0.5,0,0.5,1,121,-0.9147664210199901
1,0.5,3898.5,1,121,2523,53,1,0,1,0,413,1743,716,1735,0.5,1,0.5,1,1,0.5,1,121,0.8224324849317459
0,0.75,3898.5,1,121,2574,13,0,0,1,0,650,268,1752,127,0.5,0.5,1,0.5,0,1,0.5,121,-0.78191726412073
1,0.875,3898.5,1,121,774,63,0,1,1,1,2468,667,737,406,1,0.5,0.5,0.5,1,0.5,1,121,0.9455262557816773
0,0.125,3898.5,1,121,1825,29,1,1,1,1,2156,2298,2085,2371,1,1,1,1,0,1,1,121,-0.8453764596038588
0,0.625,3898.5,1,121,976,75,0,0,0,0,592,218,415,420,0.5,0.5,0.5,0.5,0,1,0.5,121,-0.9173081778484198
1,0.75,3898.5,1,121,734,97,1,0,1,1,167,776,105,222,0.5,0.5,0.5,0.5,1,0.5,0.5,121,0.9483414363614355
1,0.875,3898.5,1,121,1608,21,0,1,0,1,802,2160,185,2451,0.5,1,0.5,1,0,1,0.5,121,0.8868297406937167
1,0.5,3898.5,1,121,713,25,1,0,1,1,1687,726,1902,2439,1,0.5,1,1,1,1,0.5,121,0.9498194061658085
0,0.25,3898.5,1,121,878,9,0,0,1,0,231,269,1846,298,0.5,0.5,1,0.5,1,1,0.5,121,-0.9256112501546235
0,0.5,3898.5,1,121,948,11,0,0,1,0,671,322,1851,135,0.5,0.5,1,0.5,1,1,0.5,121,-0.9196804842216209
0,0.25,3898.5,1,121,950,79,1,0,0,0,161,705,759,777,0.5,0.5,0.5,0.5,1,0.5,0.5,121,-0.9195110337663922
0,0.25,3898.5,1,121,988,37,0,0,0,0,1930,1880,1926,2154,1,1,1,1,1,1,1,121,-0.9162914751170479
0,0.125,3898.5,1,121,677,43,0,1,0,0,1835,550,2384,1945,1,0.5,1,1,1,0.5,1,121,-0.9426410209051027
0,0.625,3898.5,1,121,812,19,0,1,1,0,443,2071,2473,789,0.5,1,1,0.5,1,1,0.5,121,-0.9312031151771689
1,0.75,3898.5,1,121,647,27,1,1,0,1,2314,1985,64,2162,1,1,0.5,1,1,1,0.5,121,0.9544644541224097
0,0.375,3898.5,1,121,1076,31,1,1,1,1,1803,1680,1666,1716,1,1,1,1,0,1,1,121,-0.9088356550869874
0,0.125,3898.5,1,121,796,15,1,0,1,0,2386,425,2380,705,1,0.5,1,0.5,0,1,0.5,121,-0.9325587188189981
0,0.125,3898.5,1,121,606,1,0,0,0,0,298,472,36,285,0.5,0.5,0.5,0.5,1,1,0.5,121,-0.9486565120657197
0,0.625,3898.5,1,121,817,47,0,1,0,0,1860,450,1798,1964,1,0.5,1,1,1,0.5,1,121,-0.9307794890390974
0,0.125,3898.5,1,121,1482,85,0,0,1,1,73,501,200,153,0.5,0.5,0.5,0.5,0,0.5,0.5,121,-0.8744372126755718
1,0.875,3898.5,1,121,984,7,0,0,0,0,219,202,149,119,0.5,0.5,0.5,0.5,0,1,0.5,121,0.9307465577379461
0,0.75,3898.5,1,121,1392,83,0,0,1,0,44,312,118,203,0.5,0.5,0.5,0.5,0,0.5,0.5,121,-0.882062483160861
1,0.75,3898.5,1,121,551,69,1,1,1,1,146,400,488,534,0.5,0.5,0.5,0.5,0,0.5,1,121,0.9612208875138295
1,0.75,3898.5,1,121,642,55,1,0,1,0,436,1948,312,1961,0.5,1,0.5,1,1,0.5,1,121,0.9548163516948796
1,0.625,3898.5,1,121,96,61,0,1,1,1,2120,581,681,395,1,0.5,0.5,0.5,0,0.5,1,121,0.9932435666085802
0,0.375,3898.5,1,121,601,73,0,0,0,0,534,158,282,250,0.5,0.5,0.5,0.5,1,1,0.5,121,-0.9490801382037913
0,0.375,3898.5,1,121,741,87,0,1,0,1,28,44,448,284,0.5,0.5,0.5,0.5,1,0.5,0.5,121,-0.937218606337786
1,0.875,3898.5,1,121,811,91,1,0,0,1,701,669,733,133,0.5,0.5,0.5,0.5,0,0.5,0.5,121,0.9429222137454008
1,0.5,3898.5,1,121,873,67,1,1,1,1,405,244,464,45,0.5,0.5,0.5,0.5,1,0.5,1,121,0.9385586838467752
1,0.875,3898.5,1,121,1205,49,0,0,1,0,2392,2370,212,1918,1,1,0.5,1,0,0.5,1,121,0.9151926850347816
1,0.25,3898.5,1,121,1159,51,1,0,0,1,580,2197,2047,612,0.5,1,1,0.5,1,0.5,1,121,0.9184301427015036
0,0.5,3898.5,1,121,874,81,1,0,0,0,295,256,770,700,0.5,0.5,0.5,0.5,0,0.5,0.5,121,-0.9259501510650808
1,0.75,3898.5,1,121,1103,41,0,0,0,0,1853,2436,1883,2025,1,1,1,1,1,1,1,121,0.9223713955131652
0,0.625,3898.5,1,121,759,5,0,0,0,0,302,751,69,371,0.5,0.5,0.5,0.5,1,1,0.5,121,-0.9356935522407281
1,0.5,3898.5,1,121,863,95,0,1,1,1,108,325,472,82,0.5,0.5,0.5,0.5,1,0.5,0.5,121,0.939262478991715
0,0.125,3898.5,1,121,1192,57,1,1,0,1,3,679,2352,480,0.5,0.5,1,0.5,0,0.5,1,121,-0.8990075286837258
0,0.375,3898.5,1,121,910,17,0,1,1,0,5,2267,2020,176,0.5,1,1,0.5,0,1,0.5,121,-0.9229000428709652
