ID,BotStrategyN,Role,player.tom_role,Choice,BotChoice,Payoff,BotPayoff,BotParameters,Trial,BotStrategy
Milan,-2,0,1,0,1,-1,1,WSLS,4,-2
Dublin,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.1672183646869482, 'p_op_var0': 0.5716667230648765}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.5448661979848526, 'p_op_var0': 0.4848684159281935}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.66771347]), 'param_mean': array([[-0.14748976, -0.02898394, -0.457776  ]]), 'param_var': array([[ 1.3738775 , -0.16823205, -0.55870673]]), 'gradient': array([[ 0.0156801 , -1.12543319,  1.        ]])}}}, 'own_states': {'p_k': array([0.63954698, 0.36045302]), 'p_op_mean': array([ 0.30495872, -0.0170277 ]), 'param_mean': array([[ 0.04436629, -0.20759904,  0.46554809],        [ 0.00052477,  0.01318309,  0.49344134]]), 'param_var': array([[ 0.33730819, -0.12687819, -0.30282734],        [ 0.34075231, -0.00181274, -0.27605086]]), 'gradient': array([[-3.50029985e-01,  1.60581341e-01,  9.99999998e-01],        [-1.74532981e-04,  5.10443520e-01,  9.99999998e-01]]), 'p_self': 0.6086819347253255}}",4,2
Cannes,-1,1,0,1,0,1,-1,Random Bias 0.6 Head,4,-1
Madrid,1,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.1581418758539937, 'p_op_var0': 0.5688955418025246}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.60794132]), 'param_mean': array([[ 0.00704836,  0.39819479, -0.52501633]]), 'param_var': array([[ 0.33350735, -0.27438952, -0.52602145]]), 'gradient': array([[-0.18594108,  0.08292085,  1.        ]]), 'p_self': 0.8104157711340072}}",4,1
Oslo,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -1.0148610464018644, 'p_op_var0': -0.23360913240576311, 'p_self': 0.09253192495278517}}",4,0
Istanbul,0,0,1,1,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.22318985430455487, 'p_op_var0': -0.23360913240576311, 'p_self': 0.6302941542825954}}",4,0
Brussels,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.9615857769779687, 'p_op_var0': 0.4119951253082234}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.0037141582387526634, 'p_op_var0': 0.41599764490103813}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.4664719]), 'param_mean': array([[-0.3817342 ,  0.69403923, -0.46497953]]), 'param_var': array([[ 1.37634111, -0.13444693, -0.52283071]]), 'gradient': array([[-0.10865197,  0.0014923 ,  1.        ]])}}}, 'own_states': {'p_k': array([0.46267868, 0.53732132]), 'p_op_mean': array([0.82881475, 0.6223621 ]), 'param_mean': array([[-1.30247790e-01,  2.25159972e-01,  2.39983797e-01],        [-1.31397483e-04,  1.16038589e-01,  2.53301920e-01]]), 'param_var': array([[ 0.3333875 , -0.04147684, -0.30578188],        [ 0.34075184, -0.07483696, -0.31341254]]), 'gradient': array([[ 0.05971107, -0.58880151,  1.        ],        [-0.00221283, -0.36904172,  1.        ]]), 'p_self': 0.8356170626654068}}",4,2
Amsterdam,-1,1,0,0,1,1,-1,Random Bias 0.6 Head,4,-1
Edinburgh,0,1,0,1,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.22318985430455487, 'p_op_var0': -0.23360913240576311, 'p_self': 0.3697058457174045}}",4,0
Prague,1,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.9939622050281933, 'p_op_var0': 0.43317786800928004}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.08486665]), 'param_mean': array([[-0.09822151, -0.0101701 , -0.8499726 ]]), 'param_var': array([[ 0.31478566, -0.08130444, -0.52955068]]), 'gradient': array([[ 0.07308859, -0.76506769,  1.        ]]), 'p_self': 0.548415555478622}}",4,1
Lisbon,2,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.9625023553627675, 'p_op_var0': 0.41320388250117374}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.0037138319442934606, 'p_op_var0': 0.4159972739325438}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.46647176]), 'param_mean': array([[-0.38173509,  0.69403921,  0.46497952]]), 'param_var': array([[ 1.3763382 , -0.13444692, -0.52283071]]), 'gradient': array([[ 0.1086519 , -0.00149217,  1.        ]])}}}, 'own_states': {'p_k': array([0.43804512, 0.56195488]), 'p_op_mean': array([-0.84022992, -0.61769744]), 'param_mean': array([[-1.25537679e-01,  2.19349017e-01, -2.47569927e-01],        [-1.54616165e-04,  1.15653996e-01, -2.48495397e-01]]), 'param_var': array([[ 0.33363851, -0.0406734 , -0.30026962],        [ 0.3407518 , -0.07645031, -0.3193061 ]]), 'gradient': array([[-0.06021189,  0.59263036,  1.        ],        [ 0.00221363,  0.36918359,  1.        ]]), 'p_self': 0.16516626675430832}}",4,2
Barcelona,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 1.0148610464018635, 'p_op_var0': -0.2336091324057634, 'p_self': 0.9074680750472144}}",4,0
Copenhagen,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5491508353985898, 'p_op_var0': 0.41320388250117374}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.0398446284225854, 'p_op_var0': 0.4469209374505465}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.10082127]), 'param_mean': array([[-0.25494945,  0.16435677, -0.12786049]]), 'param_var': array([[ 1.3763382 , -0.13444692, -0.52283071]]), 'gradient': array([[ 0.20216827, -0.02703787,  1.        ]])}}}, 'own_states': {'p_k': array([0.43804512, 0.56195488]), 'p_op_mean': array([ 0.10164284, -0.16891531]), 'param_mean': array([[-1.25537679e-01,  2.19349017e-01, -2.47569927e-01],        [-1.54616165e-04,  1.15653996e-01, -2.48495397e-01]]), 'param_var': array([[ 0.33363851, -0.0406734 , -0.30026962],        [ 0.3407518 , -0.07645031, -0.3193061 ]]), 'gradient': array([[ 0.11240442, -0.34919531,  1.        ],        [-0.00239906, -0.07957611,  1.        ]]), 'p_self': 0.46913144618562336}}",4,2
Stockholm,1,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5355657568819737, 'p_op_var0': 0.42609232584733786}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.69924428]), 'param_mean': array([[-0.14922627, -0.02690491,  0.26419811]]), 'param_var': array([[ 0.30954247, -0.09871715, -0.55165137]]), 'gradient': array([[ 0.14258166, -0.43502442,  1.        ]]), 'p_self': 0.16395557758479326}}",4,1
Vienna,0,1,0,1,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.4320191379841525, 'p_op_var0': -0.2593460049449092, 'p_self': 0.7362239471912675}}",4,0
Budapest,1,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.9658439260722095, 'p_op_var0': 0.4294036245760539}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-1.51496002]), 'param_mean': array([[-0.03676985,  0.21571789, -0.9198225 ]]), 'param_var': array([[ 0.32849025, -0.07591915, -0.53049853]]), 'gradient': array([[-0.06508228,  0.59510777,  1.        ]]), 'p_self': 0.9581499113196483}}",4,1
London,-2,1,0,0,1,1,-1,WSLS,4,-2
Berlin,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,4,-1
Oxford,-2,1,0,1,0,1,-1,WSLS,5,-2
Hamburg,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,5,-1
Paris,-2,0,1,0,0,1,-1,WSLS,5,-2
Florence,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.08525292983127279, 'p_op_var0': 0.7080363071012208}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.4207269842309103, 'p_op_var0': 0.47118899158509664}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.83358973]), 'param_mean': array([[-0.15453176, -0.32450406, -0.58355177]]), 'param_var': array([[ 1.54585761, -0.2075732 , -0.66687805]]), 'gradient': array([[ 0.03560896, -1.41707064,  1.        ]])}}}, 'own_states': {'p_k': array([0.65834788, 0.34165212]), 'p_op_mean': array([ 0.04671979, -0.5456102 ]), 'param_mean': array([[ 0.05378883, -0.36902455,  0.14041107],        [-0.00250773, -0.19613199,  0.19187796]]), 'param_var': array([[ 0.42956336, -0.29425175, -0.37401244],        [ 0.43262543, -0.07324433, -0.36680983]]), 'gradient': array([[-4.91227086e-01,  9.36866031e-02,  9.99999998e-01],        [-6.44487886e-04,  7.37451284e-01,  9.99999998e-01]]), 'p_self': 0.41453199694328624}}",5,2
Milan,-2,0,1,1,1,1,-1,WSLS,5,-2
Dublin,2,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.9033279389393439, 'p_op_var0': 0.4738712552583201}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.868470664157208, 'p_op_var0': 0.6100101507154458}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([1.36894515]), 'param_mean': array([[-0.12117829, -0.2890544 , -0.28590759]]), 'param_var': array([[ 1.59934117, -0.38324217, -0.6792976 ]]), 'gradient': array([[-0.00804051, -1.65477   ,  1.        ]])}}}, 'own_states': {'p_k': array([0.67519575, 0.32480425]), 'p_op_mean': array([-0.16089339, -0.23377872]), 'param_mean': array([[-1.05088393e-01, -1.67223513e-01,  6.54217645e-01],        [ 4.80708944e-04,  9.49087205e-02,  6.10504868e-01]]), 'param_var': array([[ 0.39893376, -0.13061746, -0.41779882],        [ 0.43265232, -0.02271015, -0.33583637]]), 'gradient': array([[-9.58521543e-02,  8.15070275e-01,  9.99999998e-01],        [ 2.02497299e-05,  8.44241375e-01,  9.99999998e-01]]), 'p_self': 0.3983654823988102}}",5,2
Cannes,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,5,-1
Madrid,1,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.8866033744759944, 'p_op_var0': 0.458520470646916}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.62600579]), 'param_mean': array([[-0.17509299,  0.43895163, -0.18786887]]), 'param_var': array([[ 0.41403445, -0.27558163, -0.65255367]]), 'gradient': array([[-0.05052782,  0.43811502,  1.        ]]), 'p_self': 0.8158350814813983}}",5,1
Oslo,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.43874567902014483, 'p_op_var0': -0.24216075093728917, 'p_self': 0.26112787341872196}}",5,0
Istanbul,0,0,1,1,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.1958993116434176, 'p_op_var0': -0.28190548794080067, 'p_self': 0.38436752596210055}}",5,0
Brussels,2,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.2112588875120008, 'p_op_var0': 0.4831709198531}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.6660431681810711, 'p_op_var0': 0.29045199637341096}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.12102364]), 'param_mean': array([[-0.70836829,  0.69484095, -0.14551363]]), 'param_var': array([[ 1.58755844, -0.13444739, -0.6542371 ]]), 'gradient': array([[ 0.03491617, -0.26652394,  1.        ]])}}}, 'own_states': {'p_k': array([0.48160673, 0.51839327]), 'p_op_mean': array([0.19541112, 0.27118105]), 'param_mean': array([[-0.1168753 ,  0.14519489,  0.34025892],        [-0.00074889,  0.05495218,  0.37514434]]), 'param_var': array([[ 0.42538035, -0.07480104, -0.37813963],        [ 0.43265099, -0.0896159 , -0.39602231]]), 'gradient': array([[-0.19385818,  0.14484056,  1.        ],        [ 0.00193581,  0.10395809,  1.        ]]), 'p_self': 0.6380099934783134}}",5,2
Amsterdam,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,5,-1
Edinburgh,0,1,0,0,0,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.1958993116434176, 'p_op_var0': -0.28190548794080067, 'p_self': 0.6156324740378994}}",5,0
Prague,1,0,1,0,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.4465610796981125, 'p_op_var0': 0.5161022677913241}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.85983316]), 'param_mean': array([[-0.04099332, -0.33415937, -0.58237558]]), 'param_var': array([[ 0.40698815, -0.20764003, -0.6666592 ]]), 'gradient': array([[ 0.03751551, -1.44213662,  1.        ]]), 'p_self': 0.15610668919612966}}",5,1
Lisbon,2,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.2013773166124826, 'p_op_var0': 0.47524434852305686}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.6709745951875862, 'p_op_var0': 0.290431462684244}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.41392907]), 'param_mean': array([[-0.70849294,  0.69484086,  0.14551364]]), 'param_var': array([[ 1.58793786, -0.13444738, -0.65423711]]), 'gradient': array([[ 0.03467076, -0.26840201,  1.        ]])}}}, 'own_states': {'p_k': array([0.40224932, 0.59775068]), 'p_op_mean': array([ 0.05817257, -0.28220218]), 'param_mean': array([[-0.15143348,  0.37478728, -0.05175831],        [ 0.00117043,  0.24623293,  0.00831684]]), 'param_var': array([[ 0.42569496, -0.06883848, -0.36111846],        [ 0.43265082, -0.0934819 , -0.41357578]]), 'gradient': array([[ 0.15062352, -0.10992538,  1.        ],        [ 0.00152582,  0.29050449,  1.        ]]), 'p_self': 0.41363434887908085}}",5,2
Barcelona,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.4387456790201443, 'p_op_var0': -0.24216075093728973, 'p_self': 0.7388721265812775}}",5,0
Copenhagen,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.1075843198802675, 'p_op_var0': 0.4223343194328098}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.6527672366429461, 'p_op_var0': 0.3061377886194502}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.81150514]), 'param_mean': array([[-0.70826796,  0.17557796, -0.37309624]]), 'param_var': array([[ 1.55232253, -0.13460627, -0.6607074 ]]), 'gradient': array([[-0.05934871,  0.43838698,  1.        ]])}}}, 'own_states': {'p_k': array([0.4113428, 0.5886572]), 'p_op_mean': array([0.228217  , 0.18133071]), 'param_mean': array([[-0.16266454,  0.29094764, -0.39632813],        [ 0.00084204,  0.13550646, -0.42555027]]), 'param_var': array([[ 0.42418254, -0.05261054, -0.37348816],        [ 0.43265056, -0.07730712, -0.42021712]]), 'gradient': array([[ 0.04174048, -0.6245139 ,  1.        ],        [-0.0033049 , -0.60685064,  1.        ]]), 'p_self': 0.6141443699173688}}",5,2
Stockholm,1,0,1,0,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.0852265242731338, 'p_op_var0': 0.39790944075013346}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.57958746]), 'param_mean': array([[-0.29096261,  0.2267385 , -0.07699638]]), 'param_var': array([[ 0.39749057, -0.13603592, -0.67186574]]), 'gradient': array([[ 0.04124437, -0.65655102,  1.        ]]), 'p_self': 0.20704818611300044}}",5,1
Vienna,0,1,0,1,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.7254864578706521, 'p_op_var0': -0.2936813754642645, 'p_self': 0.8446062982488396}}",5,0
Budapest,1,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.24758350747912006, 'p_op_var0': 0.5160119054959069}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.84464063]), 'param_mean': array([[-0.01891079,  0.1209143 , -1.01736179]]), 'param_var': array([[ 0.42051964, -0.12327441, -0.6138391 ]]), 'gradient': array([[ 0.20979839, -0.17271253,  1.        ]]), 'p_self': 0.8783331183448134}}",5,1
London,-2,1,0,0,0,-1,1,WSLS,5,-2
Berlin,-1,1,0,0,0,-1,1,Random Bias 0.6 Head,5,-1
Oxford,-2,1,0,0,1,1,-1,WSLS,6,-2
Hamburg,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,6,-1
Paris,-2,0,1,1,1,1,-1,WSLS,6,-2
Florence,2,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.8698139127385013, 'p_op_var0': 0.6054550018149973}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.039051124860606676, 'p_op_var0': 0.539648376311752}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.88301631]), 'param_mean': array([[-0.29555369,  0.27250197, -0.90639527]]), 'param_var': array([[ 1.7371252 , -0.50361271, -0.76978043]]), 'gradient': array([[-0.19285419, -0.02337779,  1.        ]])}}}, 'own_states': {'p_k': array([0.61335186, 0.38664814]), 'p_op_mean': array([0.9069869 , 1.10490576]), 'param_mean': array([[ 0.2965336 , -0.39091006, -0.05490675],        [-0.00235445, -0.28913316,  0.09933985]]), 'param_var': array([[ 0.45398067, -0.2952535 , -0.47425057],        [ 0.51678819, -0.11763681, -0.4271836 ]]), 'gradient': array([[ 0.17364562, -0.96184555,  1.        ],        [-0.00875366, -1.00551563,  1.        ]]), 'p_self': 0.8868604919500126}}",6,2
Milan,-2,0,1,0,0,1,-1,WSLS,6,-2
Dublin,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.25881769577364766, 'p_op_var0': 0.4904610524697241}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 2.1481839645594754, 'p_op_var0': 0.7380262485150079}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.23758307]), 'param_mean': array([[-0.08303969,  0.40172732, -0.65945519]]), 'param_var': array([[ 1.78337224, -0.64695586, -0.75807227]]), 'gradient': array([[-0.01277317, -0.89699341,  1.        ]])}}}, 'own_states': {'p_k': array([0.68408254, 0.31591746]), 'p_op_mean': array([1.06326217, 0.56669983]), 'param_mean': array([[-1.62515790e-01,  7.32453858e-02,  8.73045461e-01],        [ 4.86696038e-04,  2.32945370e-01,  7.29893083e-01]]), 'param_var': array([[ 0.48332409, -0.22507403, -0.52386053],        [ 0.51681297, -0.07557105, -0.3900266 ]]), 'gradient': array([[ 1.87108030e-01, -1.90207198e-01,  9.99999997e-01],        [ 5.79375437e-05,  1.63185093e-01,  9.99999998e-01]]), 'p_self': 0.8884848410256138}}",6,2
Cannes,-1,1,0,0,1,1,-1,Random Bias 0.6 Head,6,-1
Madrid,1,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.24218530237152927, 'p_op_var0': 0.46618974259273765}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.21614965]), 'param_mean': array([[-0.22930649,  0.6487203 ,  0.11555139]]), 'param_var': array([[ 0.49875593, -0.30812598, -0.76428633]]), 'gradient': array([[ 0.10044629, -0.10059323,  1.        ]]), 'p_self': 0.3681984316468083}}",6,1
Oslo,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.020096360049962337, 'p_op_var0': -0.28140326245762165, 'p_self': 0.5121077389127892}}",6,0
Istanbul,0,0,1,1,0,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5248406358307979, 'p_op_var0': -0.31598963406581687, 'p_self': 0.22319580412760368}}",6,0
Brussels,2,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.6323751380019295, 'p_op_var0': 0.42304968726904285}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.097599113739267, 'p_op_var0': 0.2402666985279451}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.01331428]), 'param_mean': array([[-0.81724933,  0.81649752, -0.38954368]]), 'param_var': array([[ 1.77177095, -0.14979695, -0.7759988 ]]), 'gradient': array([[ 0.01379339, -0.37621059,  1.        ]])}}}, 'own_states': {'p_k': array([0.47276776, 0.52723224]), 'p_op_mean': array([0.89359226, 0.52756006]), 'param_mean': array([[-1.85262554e-01,  1.73805756e-01,  4.75585573e-01],        [-8.57780266e-06,  7.66037453e-02,  5.16348677e-01]]), 'param_var': array([[ 0.50282903, -0.07707745, -0.45529442],        [ 0.51681094, -0.09089381, -0.47953101]]), 'gradient': array([[ 9.77478594e-02, -4.17985786e-01,  9.99999997e-01],        [ 2.14269248e-04, -1.12108250e-02,  9.99999998e-01]]), 'p_self': 0.8364761547483335}}",6,2
Amsterdam,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,6,-1
Edinburgh,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.2042263702484333, 'p_op_var0': -0.31598963406581687, 'p_self': 0.37925215390624956}}",6,0
Prague,1,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.053518333044732226, 'p_op_var0': 0.6168953249604621}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.93966989]), 'param_mean': array([[-0.08413921,  0.27430152, -0.90816872]]), 'param_var': array([[ 0.49276348, -0.51001759, -0.76856179]]), 'gradient': array([[-0.22176204,  0.0314996 ,  1.        ]]), 'p_self': 0.9004030191559594}}",6,1
Lisbon,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.8988142871488958, 'p_op_var0': 0.43855326816265355}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.1002452472364763, 'p_op_var0': 0.2382176605915339}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.23780193]), 'param_mean': array([[-0.83134271,  0.8339994 , -0.13278319]]), 'param_var': array([[ 1.77251413, -0.14942333, -0.77161836]]), 'gradient': array([[ 0.01329347, -0.37056659,  1.        ]])}}}, 'own_states': {'p_k': array([0.44732668, 0.55267332]), 'p_op_mean': array([0.57398373, 0.04448584]), 'param_mean': array([[-0.09716924,  0.35253195,  0.08864627],        [ 0.00197648,  0.32873502,  0.19953931]]), 'param_var': array([[ 0.50620455, -0.07009806, -0.43610458],        [ 0.51681107, -0.1038392 , -0.49936159]]), 'gradient': array([[ 5.91455717e-02, -4.85313187e-01,  9.99999998e-01],        [ 1.78454244e-04,  1.55045712e-01,  9.99999998e-01]]), 'p_self': 0.6585457593799132}}",6,2
Barcelona,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.020096360049962483, 'p_op_var0': -0.2814032624576222, 'p_self': 0.4878922610872107}}",6,0
Copenhagen,2,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.5146676280431004, 'p_op_var0': 0.49429350234416825}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.10914875380251, 'p_op_var0': 0.2874481478550296}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-1.31850028]), 'param_mean': array([[-0.60421025,  0.06179497, -0.51620975]]), 'param_var': array([[ 1.74056835, -0.16975594, -0.7650641 ]]), 'gradient': array([[-0.03510209,  0.80225041,  1.        ]])}}}, 'own_states': {'p_k': array([0.40644734, 0.59355266]), 'p_op_mean': array([0.16405405, 0.13131871]), 'param_mean': array([[-0.17837575,  0.42024118, -0.54204574],        [ 0.00263523,  0.30859619, -0.61939068]]), 'param_var': array([[ 0.50873883, -0.08905237, -0.44024877],        [ 0.51680866, -0.12625693, -0.51250446]]), 'gradient': array([[ 1.14746647e-02, -7.06064492e-01,  9.99999998e-01],        [ 1.11605656e-04, -7.50671853e-01,  9.99999998e-01]]), 'p_self': 0.5823424220753092}}",6,2
